volume,pair,tollgate_id,direction,time_window,start_time,date,time,weekday,timemap,pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,last_20min,last_40min,last_60min,last_80min,last_100min,last_120min,wind_direction2,wind_speed2,precipitation2,SSD,SSD_level,is_workday,datemap
17,3-0,3,0,"[2016-09-29 05:40:00,2016-09-29 06:00:00)",2016-09-29 05:40:00,2016-09-29,05:40:00,3,18,1008,359.0,5.1,21.6,96.0,0.4,16.0,11.0,13.0,12.0,16.0,9.0,8,3,1,63.02066915555557,0,1,11
23,3-0,3,0,"[2016-09-29 06:00:00,2016-09-29 06:20:00)",2016-09-29 06:00:00,2016-09-29,06:00:00,3,19,1006,355.0,6.9,21.0,95.0,0.1,17.0,16.0,11.0,13.0,12.0,16.0,8,4,1,55.96472666666668,-1,1,11
41,3-0,3,0,"[2016-09-29 06:20:00,2016-09-29 06:40:00)",2016-09-29 06:20:00,2016-09-29,06:20:00,3,20,1006,355.0,6.9,21.0,95.0,0.1,23.0,17.0,16.0,11.0,13.0,12.0,8,4,1,55.96472666666668,-1,1,11
75,3-0,3,0,"[2016-09-29 06:40:00,2016-09-29 07:00:00)",2016-09-29 06:40:00,2016-09-29,06:40:00,3,21,1006,355.0,6.9,21.0,95.0,0.1,41.0,23.0,17.0,16.0,11.0,13.0,8,4,1,55.96472666666668,-1,1,11
100,3-0,3,0,"[2016-09-29 07:00:00,2016-09-29 07:20:00)",2016-09-29 07:00:00,2016-09-29,07:00:00,3,22,1006,355.0,6.9,21.0,95.0,0.1,75.0,41.0,23.0,17.0,16.0,11.0,8,4,1,55.96472666666668,-1,1,11
116,3-0,3,0,"[2016-09-29 07:20:00,2016-09-29 07:40:00)",2016-09-29 07:20:00,2016-09-29,07:20:00,3,23,1006,355.0,6.9,21.0,95.0,0.1,100.0,75.0,41.0,23.0,17.0,16.0,8,4,1,55.96472666666668,-1,1,11
121,3-0,3,0,"[2016-09-29 07:40:00,2016-09-29 08:00:00)",2016-09-29 07:40:00,2016-09-29,07:40:00,3,24,1006,355.0,6.9,21.0,95.0,0.1,116.0,100.0,75.0,41.0,23.0,17.0,8,4,1,55.96472666666668,-1,1,11
149,3-0,3,0,"[2016-09-29 08:00:00,2016-09-29 08:20:00)",2016-09-29 08:00:00,2016-09-29,08:00:00,3,25,1006,355.0,6.9,21.0,95.0,0.1,121.0,116.0,100.0,75.0,41.0,23.0,8,4,1,55.96472666666668,-1,1,11
141,3-0,3,0,"[2016-09-29 08:20:00,2016-09-29 08:40:00)",2016-09-29 08:20:00,2016-09-29,08:20:00,3,26,1006,355.0,6.9,21.0,95.0,0.1,149.0,121.0,116.0,100.0,75.0,41.0,8,4,1,55.96472666666668,-1,1,11
145,3-0,3,0,"[2016-09-29 08:40:00,2016-09-29 09:00:00)",2016-09-29 08:40:00,2016-09-29,08:40:00,3,27,1006,355.0,6.9,21.0,95.0,0.1,141.0,149.0,121.0,116.0,100.0,75.0,8,4,1,55.96472666666668,-1,1,11
128,3-0,3,0,"[2016-09-29 09:00:00,2016-09-29 09:20:00)",2016-09-29 09:00:00,2016-09-29,09:00:00,3,28,1006,356.0,4.0,20.6,96.0,1.4,145.0,141.0,149.0,121.0,116.0,100.0,8,3,1,64.56900448524591,0,1,11
106,3-0,3,0,"[2016-09-29 09:20:00,2016-09-29 09:40:00)",2016-09-29 09:20:00,2016-09-29,09:20:00,3,29,1006,356.0,4.0,20.6,96.0,1.4,128.0,145.0,141.0,149.0,121.0,116.0,8,3,1,64.56900448524591,0,1,11
105,3-0,3,0,"[2016-09-29 09:40:00,2016-09-29 10:00:00)",2016-09-29 09:40:00,2016-09-29,09:40:00,3,30,1006,356.0,4.0,20.6,96.0,1.4,106.0,128.0,145.0,141.0,149.0,121.0,8,3,1,64.56900448524591,0,1,11
126,3-0,3,0,"[2016-09-29 10:00:00,2016-09-29 10:20:00)",2016-09-29 10:00:00,2016-09-29,10:00:00,3,31,1006,356.0,4.0,20.6,96.0,1.4,105.0,106.0,128.0,145.0,141.0,149.0,8,3,1,64.56900448524591,0,1,11
117,3-0,3,0,"[2016-09-29 10:20:00,2016-09-29 10:40:00)",2016-09-29 10:20:00,2016-09-29,10:20:00,3,32,1006,356.0,4.0,20.6,96.0,1.4,126.0,105.0,106.0,128.0,145.0,141.0,8,3,1,64.56900448524591,0,1,11
97,3-0,3,0,"[2016-09-29 10:40:00,2016-09-29 11:00:00)",2016-09-29 10:40:00,2016-09-29,10:40:00,3,33,1006,356.0,4.0,20.6,96.0,1.4,117.0,126.0,105.0,106.0,128.0,145.0,8,3,1,64.56900448524591,0,1,11
95,3-0,3,0,"[2016-09-29 11:00:00,2016-09-29 11:20:00)",2016-09-29 11:00:00,2016-09-29,11:00:00,3,34,1006,356.0,4.0,20.6,96.0,1.4,97.0,117.0,126.0,105.0,106.0,128.0,8,3,1,64.56900448524591,0,1,11
95,3-0,3,0,"[2016-09-29 11:20:00,2016-09-29 11:40:00)",2016-09-29 11:20:00,2016-09-29,11:20:00,3,35,1006,356.0,4.0,20.6,96.0,1.4,95.0,97.0,117.0,126.0,105.0,106.0,8,3,1,64.56900448524591,0,1,11
100,3-0,3,0,"[2016-09-29 11:40:00,2016-09-29 12:00:00)",2016-09-29 11:40:00,2016-09-29,11:40:00,3,36,1006,356.0,4.0,20.6,96.0,1.4,95.0,95.0,97.0,117.0,126.0,105.0,8,3,1,64.56900448524591,0,1,11
88,3-0,3,0,"[2016-09-29 12:00:00,2016-09-29 12:20:00)",2016-09-29 12:00:00,2016-09-29,12:00:00,3,37,1008,10.0,3.1,20.3,97.0,1.5,100.0,95.0,95.0,97.0,117.0,126.0,8,2,1,66.96803538947368,0,1,11
92,3-0,3,0,"[2016-09-29 12:20:00,2016-09-29 12:40:00)",2016-09-29 12:20:00,2016-09-29,12:20:00,3,38,1008,10.0,3.1,20.3,97.0,1.5,88.0,100.0,95.0,95.0,97.0,117.0,8,2,1,66.96803538947368,0,1,11
94,3-0,3,0,"[2016-09-29 12:40:00,2016-09-29 13:00:00)",2016-09-29 12:40:00,2016-09-29,12:40:00,3,39,1008,10.0,3.1,20.3,97.0,1.5,92.0,88.0,100.0,95.0,95.0,97.0,8,2,1,66.96803538947368,0,1,11
101,3-0,3,0,"[2016-09-29 13:00:00,2016-09-29 13:20:00)",2016-09-29 13:00:00,2016-09-29,13:00:00,3,40,1008,10.0,3.1,20.3,97.0,1.5,94.0,92.0,88.0,100.0,95.0,95.0,8,2,1,66.96803538947368,0,1,11
129,3-0,3,0,"[2016-09-29 13:20:00,2016-09-29 13:40:00)",2016-09-29 13:20:00,2016-09-29,13:20:00,3,41,1008,10.0,3.1,20.3,97.0,1.5,101.0,94.0,92.0,88.0,100.0,95.0,8,2,1,66.96803538947368,0,1,11
111,3-0,3,0,"[2016-09-29 13:40:00,2016-09-29 14:00:00)",2016-09-29 13:40:00,2016-09-29,13:40:00,3,42,1008,10.0,3.1,20.3,97.0,1.5,129.0,101.0,94.0,92.0,88.0,100.0,8,2,1,66.96803538947368,0,1,11
125,3-0,3,0,"[2016-09-29 14:00:00,2016-09-29 14:20:00)",2016-09-29 14:00:00,2016-09-29,14:00:00,3,43,1008,10.0,3.1,20.3,97.0,1.5,111.0,129.0,101.0,94.0,92.0,88.0,8,2,1,66.96803538947368,0,1,11
110,3-0,3,0,"[2016-09-29 14:20:00,2016-09-29 14:40:00)",2016-09-29 14:20:00,2016-09-29,14:20:00,3,44,1008,10.0,3.1,20.3,97.0,1.5,125.0,111.0,129.0,101.0,94.0,92.0,8,2,1,66.96803538947368,0,1,11
82,3-0,3,0,"[2016-09-29 14:40:00,2016-09-29 15:00:00)",2016-09-29 14:40:00,2016-09-29,14:40:00,3,45,1008,10.0,3.1,20.3,97.0,1.5,110.0,125.0,111.0,129.0,101.0,94.0,8,2,1,66.96803538947368,0,1,11
85,3-0,3,0,"[2016-09-29 15:00:00,2016-09-29 15:20:00)",2016-09-29 15:00:00,2016-09-29,15:00:00,3,46,1008,342.0,2.6,19.9,97.0,0.3,82.0,110.0,125.0,111.0,129.0,101.0,8,2,1,67.77863508685259,0,1,11
88,3-0,3,0,"[2016-09-29 15:20:00,2016-09-29 15:40:00)",2016-09-29 15:20:00,2016-09-29,15:20:00,3,47,1008,342.0,2.6,19.9,97.0,0.3,85.0,82.0,110.0,125.0,111.0,129.0,8,2,1,67.77863508685259,0,1,11
130,3-0,3,0,"[2016-09-29 15:40:00,2016-09-29 16:00:00)",2016-09-29 15:40:00,2016-09-29,15:40:00,3,48,1008,342.0,2.6,19.9,97.0,0.3,88.0,85.0,82.0,110.0,125.0,111.0,8,2,1,67.77863508685259,0,1,11
108,3-0,3,0,"[2016-09-29 16:00:00,2016-09-29 16:20:00)",2016-09-29 16:00:00,2016-09-29,16:00:00,3,49,1008,342.0,2.6,19.9,97.0,0.3,130.0,88.0,85.0,82.0,110.0,125.0,8,2,1,67.77863508685259,0,1,11
125,3-0,3,0,"[2016-09-29 16:20:00,2016-09-29 16:40:00)",2016-09-29 16:20:00,2016-09-29,16:20:00,3,50,1008,342.0,2.6,19.9,97.0,0.3,108.0,130.0,88.0,85.0,82.0,110.0,8,2,1,67.77863508685259,0,1,11
122,3-0,3,0,"[2016-09-29 16:40:00,2016-09-29 17:00:00)",2016-09-29 16:40:00,2016-09-29,16:40:00,3,51,1008,342.0,2.6,19.9,97.0,0.3,125.0,108.0,130.0,88.0,85.0,82.0,8,2,1,67.77863508685259,0,1,11
105,3-0,3,0,"[2016-09-29 17:00:00,2016-09-29 17:20:00)",2016-09-29 17:00:00,2016-09-29,17:00:00,3,52,1008,342.0,2.6,19.9,97.0,0.3,122.0,125.0,108.0,130.0,88.0,85.0,8,2,1,67.77863508685259,0,1,11
110,3-0,3,0,"[2016-09-29 17:20:00,2016-09-29 17:40:00)",2016-09-29 17:20:00,2016-09-29,17:20:00,3,53,1008,342.0,2.6,19.9,97.0,0.3,105.0,122.0,125.0,108.0,130.0,88.0,8,2,1,67.77863508685259,0,1,11
90,3-0,3,0,"[2016-09-29 17:40:00,2016-09-29 18:00:00)",2016-09-29 17:40:00,2016-09-29,17:40:00,3,54,1008,342.0,2.6,19.9,97.0,0.3,110.0,105.0,122.0,125.0,108.0,130.0,8,2,1,67.77863508685259,0,1,11
42,3-0,3,0,"[2016-09-29 18:00:00,2016-09-29 18:20:00)",2016-09-29 18:00:00,2016-09-29,18:00:00,3,55,1006,354.0,1.8,19.6,97.0,0.2,90.0,110.0,105.0,122.0,125.0,108.0,8,2,1,69.74675822362205,0,1,11
9,3-0,3,0,"[2016-09-29 18:20:00,2016-09-29 18:40:00)",2016-09-29 18:20:00,2016-09-29,18:20:00,3,56,1006,354.0,1.8,19.6,97.0,0.2,42.0,90.0,110.0,105.0,122.0,125.0,8,2,1,69.74675822362205,0,1,11
43,3-0,3,0,"[2016-09-29 18:40:00,2016-09-29 19:00:00)",2016-09-29 18:40:00,2016-09-29,18:40:00,3,57,1006,354.0,1.8,19.6,97.0,0.2,9.0,42.0,90.0,110.0,105.0,122.0,8,2,1,69.74675822362205,0,1,11
68,3-0,3,0,"[2016-09-29 19:00:00,2016-09-29 19:20:00)",2016-09-29 19:00:00,2016-09-29,19:00:00,3,58,1006,354.0,1.8,19.6,97.0,0.2,43.0,9.0,42.0,90.0,110.0,105.0,8,2,1,69.74675822362205,0,1,11
54,3-0,3,0,"[2016-09-29 19:20:00,2016-09-29 19:40:00)",2016-09-29 19:20:00,2016-09-29,19:20:00,3,59,1006,354.0,1.8,19.6,97.0,0.2,68.0,43.0,9.0,42.0,90.0,110.0,8,2,1,69.74675822362205,0,1,11
46,3-0,3,0,"[2016-09-29 19:40:00,2016-09-29 20:00:00)",2016-09-29 19:40:00,2016-09-29,19:40:00,3,60,1006,354.0,1.8,19.6,97.0,0.2,54.0,68.0,43.0,9.0,42.0,90.0,8,2,1,69.74675822362205,0,1,11
49,3-0,3,0,"[2016-09-29 20:00:00,2016-09-29 20:20:00)",2016-09-29 20:00:00,2016-09-29,20:00:00,3,61,1006,354.0,1.8,19.6,97.0,0.2,46.0,54.0,68.0,43.0,9.0,42.0,8,2,1,69.74675822362205,0,1,11
51,3-0,3,0,"[2016-09-29 20:20:00,2016-09-29 20:40:00)",2016-09-29 20:20:00,2016-09-29,20:20:00,3,62,1006,354.0,1.8,19.6,97.0,0.2,49.0,46.0,54.0,68.0,43.0,9.0,8,2,1,69.74675822362205,0,1,11
53,3-0,3,0,"[2016-09-29 20:40:00,2016-09-29 21:00:00)",2016-09-29 20:40:00,2016-09-29,20:40:00,3,63,1006,354.0,1.8,19.6,97.0,0.2,51.0,49.0,46.0,54.0,68.0,43.0,8,2,1,69.74675822362205,0,1,11
65,3-0,3,0,"[2016-09-29 21:00:00,2016-09-29 21:20:00)",2016-09-29 21:00:00,2016-09-29,21:00:00,3,64,1006,354.0,1.8,19.6,97.0,0.2,53.0,51.0,49.0,46.0,54.0,68.0,8,2,1,69.74675822362205,0,1,11
43,3-0,3,0,"[2016-09-29 21:20:00,2016-09-29 21:40:00)",2016-09-29 21:20:00,2016-09-29,21:20:00,3,65,1006,354.0,1.8,19.6,97.0,0.2,65.0,53.0,51.0,49.0,46.0,54.0,8,2,1,69.74675822362205,0,1,11
32,3-0,3,0,"[2016-09-29 21:40:00,2016-09-29 22:00:00)",2016-09-29 21:40:00,2016-09-29,21:40:00,3,66,1006,354.0,1.8,19.6,97.0,0.2,43.0,65.0,53.0,51.0,49.0,46.0,8,2,1,69.74675822362205,0,1,11
26,3-0,3,0,"[2016-09-29 22:00:00,2016-09-29 22:20:00)",2016-09-29 22:00:00,2016-09-29,22:00:00,3,67,1006,354.0,1.8,19.6,97.0,0.2,32.0,43.0,65.0,53.0,51.0,49.0,8,2,1,69.74675822362205,0,1,11
24,3-0,3,0,"[2016-09-29 22:20:00,2016-09-29 22:40:00)",2016-09-29 22:20:00,2016-09-29,22:20:00,3,68,1006,354.0,1.8,19.6,97.0,0.2,26.0,32.0,43.0,65.0,53.0,51.0,8,2,1,69.74675822362205,0,1,11
21,3-0,3,0,"[2016-09-29 22:40:00,2016-09-29 23:00:00)",2016-09-29 22:40:00,2016-09-29,22:40:00,3,69,1006,354.0,1.8,19.6,97.0,0.2,24.0,26.0,32.0,43.0,65.0,53.0,8,2,1,69.74675822362205,0,1,11
27,3-0,3,0,"[2016-09-29 23:00:00,2016-09-29 23:20:00)",2016-09-29 23:00:00,2016-09-29,23:00:00,3,70,1006,354.0,1.8,19.6,97.0,0.2,21.0,24.0,26.0,32.0,43.0,65.0,8,2,1,69.74675822362205,0,1,11
19,3-0,3,0,"[2016-09-29 23:20:00,2016-09-29 23:40:00)",2016-09-29 23:20:00,2016-09-29,23:20:00,3,71,1006,354.0,1.8,19.6,97.0,0.2,27.0,21.0,24.0,26.0,32.0,43.0,8,2,1,69.74675822362205,0,1,11
7,3-0,3,0,"[2016-09-29 23:40:00,2016-09-30 00:00:00)",2016-09-29 23:40:00,2016-09-29,23:40:00,3,72,1006,354.0,1.8,19.6,97.0,0.2,19.0,27.0,21.0,24.0,26.0,32.0,8,2,1,69.74675822362205,0,1,11
31,3-0,3,0,"[2016-09-30 00:00:00,2016-09-30 00:20:00)",2016-09-30 00:00:00,2016-09-29,00:00:00,4,1,1006,354.0,1.8,19.6,97.0,0.2,7.0,19.0,27.0,21.0,24.0,26.0,8,2,1,69.74675822362205,0,1,11
18,3-0,3,0,"[2016-09-30 00:20:00,2016-09-30 00:40:00)",2016-09-30 00:20:00,2016-09-29,00:20:00,4,2,1006,354.0,1.8,19.6,97.0,0.2,31.0,7.0,19.0,27.0,21.0,24.0,8,2,1,69.74675822362205,0,1,11
14,3-0,3,0,"[2016-09-30 00:40:00,2016-09-30 01:00:00)",2016-09-30 00:40:00,2016-09-29,00:40:00,4,3,1006,354.0,1.8,19.6,97.0,0.2,18.0,31.0,7.0,19.0,27.0,21.0,8,2,1,69.74675822362205,0,1,11
21,3-0,3,0,"[2016-09-30 01:00:00,2016-09-30 01:20:00)",2016-09-30 01:00:00,2016-09-29,01:00:00,4,4,1006,354.0,1.8,19.6,97.0,0.2,14.0,18.0,31.0,7.0,19.0,27.0,8,2,1,69.74675822362205,0,1,11
19,3-0,3,0,"[2016-09-30 01:20:00,2016-09-30 01:40:00)",2016-09-30 01:20:00,2016-09-29,01:20:00,4,5,1006,354.0,1.8,19.6,97.0,0.2,21.0,14.0,18.0,31.0,7.0,19.0,8,2,1,69.74675822362205,0,1,11
16,3-0,3,0,"[2016-09-30 01:40:00,2016-09-30 02:00:00)",2016-09-30 01:40:00,2016-09-29,01:40:00,4,6,1006,354.0,1.8,19.6,97.0,0.2,19.0,21.0,14.0,18.0,31.0,7.0,8,2,1,69.74675822362205,0,1,11
10,3-0,3,0,"[2016-09-30 02:00:00,2016-09-30 02:20:00)",2016-09-30 02:00:00,2016-09-29,02:00:00,4,7,1006,354.0,1.8,19.6,97.0,0.2,16.0,19.0,21.0,14.0,18.0,31.0,8,2,1,69.74675822362205,0,1,11
13,3-0,3,0,"[2016-09-30 02:20:00,2016-09-30 02:40:00)",2016-09-30 02:20:00,2016-09-29,02:20:00,4,8,1006,354.0,1.8,19.6,97.0,0.2,10.0,16.0,19.0,21.0,14.0,18.0,8,2,1,69.74675822362205,0,1,11
13,3-0,3,0,"[2016-09-30 02:40:00,2016-09-30 03:00:00)",2016-09-30 02:40:00,2016-09-29,02:40:00,4,9,1006,354.0,1.8,19.6,97.0,0.2,13.0,10.0,16.0,19.0,21.0,14.0,8,2,1,69.74675822362205,0,1,11
12,3-0,3,0,"[2016-09-30 03:00:00,2016-09-30 03:20:00)",2016-09-30 03:00:00,2016-09-30,03:00:00,4,10,1007,323.0,2.3,22.4,86.0,0.0,13.0,13.0,10.0,16.0,19.0,21.0,7,2,0,72.38138763893805,1,1,12
8,3-0,3,0,"[2016-09-30 03:20:00,2016-09-30 03:40:00)",2016-09-30 03:20:00,2016-09-30,03:20:00,4,11,1007,323.0,2.3,22.4,86.0,0.0,12.0,13.0,13.0,10.0,16.0,19.0,7,2,0,72.38138763893805,1,1,12
11,3-0,3,0,"[2016-09-30 03:40:00,2016-09-30 04:00:00)",2016-09-30 03:40:00,2016-09-30,03:40:00,4,12,1007,323.0,2.3,22.4,86.0,0.0,8.0,12.0,13.0,13.0,10.0,16.0,7,2,0,72.38138763893805,1,1,12
10,3-0,3,0,"[2016-09-30 04:00:00,2016-09-30 04:20:00)",2016-09-30 04:00:00,2016-09-30,04:00:00,4,13,1007,323.0,2.3,22.4,86.0,0.0,11.0,8.0,12.0,13.0,13.0,10.0,7,2,0,72.38138763893805,1,1,12
19,3-0,3,0,"[2016-09-30 04:20:00,2016-09-30 04:40:00)",2016-09-30 04:20:00,2016-09-30,04:20:00,4,14,1007,323.0,2.3,22.4,86.0,0.0,10.0,11.0,8.0,12.0,13.0,13.0,7,2,0,72.38138763893805,1,1,12
16,3-0,3,0,"[2016-09-30 04:40:00,2016-09-30 05:00:00)",2016-09-30 04:40:00,2016-09-30,04:40:00,4,15,1007,323.0,2.3,22.4,86.0,0.0,19.0,10.0,11.0,8.0,12.0,13.0,7,2,0,72.38138763893805,1,1,12
9,3-0,3,0,"[2016-09-30 05:00:00,2016-09-30 05:20:00)",2016-09-30 05:00:00,2016-09-30,05:00:00,4,16,1007,323.0,2.3,22.4,86.0,0.0,16.0,19.0,10.0,11.0,8.0,12.0,7,2,0,72.38138763893805,1,1,12
18,3-0,3,0,"[2016-09-30 05:20:00,2016-09-30 05:40:00)",2016-09-30 05:20:00,2016-09-30,05:20:00,4,17,1007,323.0,2.3,22.4,86.0,0.0,9.0,16.0,19.0,10.0,11.0,8.0,7,2,0,72.38138763893805,1,1,12
22,3-0,3,0,"[2016-09-30 05:40:00,2016-09-30 06:00:00)",2016-09-30 05:40:00,2016-09-30,05:40:00,4,18,1007,323.0,2.3,22.4,86.0,0.0,18.0,9.0,16.0,19.0,10.0,11.0,7,2,0,72.38138763893805,1,1,12
23,3-0,3,0,"[2016-09-30 06:00:00,2016-09-30 06:20:00)",2016-09-30 06:00:00,2016-09-30,06:00:00,4,19,1006,164.0,1.0,24.7,80.0,0.0,22.0,18.0,9.0,16.0,19.0,10.0,4,1,0,80.24837808866995,3,1,12
58,3-0,3,0,"[2016-09-30 06:20:00,2016-09-30 06:40:00)",2016-09-30 06:20:00,2016-09-30,06:20:00,4,20,1006,164.0,1.0,24.7,80.0,0.0,23.0,22.0,18.0,9.0,16.0,19.0,4,1,0,80.24837808866995,3,1,12
83,3-0,3,0,"[2016-09-30 06:40:00,2016-09-30 07:00:00)",2016-09-30 06:40:00,2016-09-30,06:40:00,4,21,1006,164.0,1.0,24.7,80.0,0.0,58.0,23.0,22.0,18.0,9.0,16.0,4,1,0,80.24837808866995,3,1,12
118,3-0,3,0,"[2016-09-30 07:00:00,2016-09-30 07:20:00)",2016-09-30 07:00:00,2016-09-30,07:00:00,4,22,1006,164.0,1.0,24.7,80.0,0.0,83.0,58.0,23.0,22.0,18.0,9.0,4,1,0,80.24837808866995,3,1,12
116,3-0,3,0,"[2016-09-30 07:20:00,2016-09-30 07:40:00)",2016-09-30 07:20:00,2016-09-30,07:20:00,4,23,1006,164.0,1.0,24.7,80.0,0.0,118.0,83.0,58.0,23.0,22.0,18.0,4,1,0,80.24837808866995,3,1,12
134,3-0,3,0,"[2016-09-30 07:40:00,2016-09-30 08:00:00)",2016-09-30 07:40:00,2016-09-30,07:40:00,4,24,1006,164.0,1.0,24.7,80.0,0.0,116.0,118.0,83.0,58.0,23.0,22.0,4,1,0,80.24837808866995,3,1,12
148,3-0,3,0,"[2016-09-30 08:00:00,2016-09-30 08:20:00)",2016-09-30 08:00:00,2016-09-30,08:00:00,4,25,1006,164.0,1.0,24.7,80.0,0.0,134.0,116.0,118.0,83.0,58.0,23.0,4,1,0,80.24837808866995,3,1,12
177,3-0,3,0,"[2016-09-30 08:20:00,2016-09-30 08:40:00)",2016-09-30 08:20:00,2016-09-30,08:20:00,4,26,1006,164.0,1.0,24.7,80.0,0.0,148.0,134.0,116.0,118.0,83.0,58.0,4,1,0,80.24837808866995,3,1,12
119,3-0,3,0,"[2016-09-30 08:40:00,2016-09-30 09:00:00)",2016-09-30 08:40:00,2016-09-30,08:40:00,4,27,1006,164.0,1.0,24.7,80.0,0.0,177.0,148.0,134.0,116.0,118.0,83.0,4,1,0,80.24837808866995,3,1,12
179,3-0,3,0,"[2016-09-30 09:00:00,2016-09-30 09:20:00)",2016-09-30 09:00:00,2016-09-30,09:00:00,4,28,1006,16.0,3.5,24.1,81.0,0.0,119.0,177.0,148.0,134.0,116.0,118.0,8,3,0,71.219549169378,1,1,12
144,3-0,3,0,"[2016-09-30 09:20:00,2016-09-30 09:40:00)",2016-09-30 09:20:00,2016-09-30,09:20:00,4,29,1006,16.0,3.5,24.1,81.0,0.0,179.0,119.0,177.0,148.0,134.0,116.0,8,3,0,71.219549169378,1,1,12
105,3-0,3,0,"[2016-09-30 09:40:00,2016-09-30 10:00:00)",2016-09-30 09:40:00,2016-09-30,09:40:00,4,30,1006,16.0,3.5,24.1,81.0,0.0,144.0,179.0,119.0,177.0,148.0,134.0,8,3,0,71.219549169378,1,1,12
147,3-0,3,0,"[2016-09-30 10:00:00,2016-09-30 10:20:00)",2016-09-30 10:00:00,2016-09-30,10:00:00,4,31,1006,16.0,3.5,24.1,81.0,0.0,105.0,144.0,179.0,119.0,177.0,148.0,8,3,0,71.219549169378,1,1,12
119,3-0,3,0,"[2016-09-30 10:20:00,2016-09-30 10:40:00)",2016-09-30 10:20:00,2016-09-30,10:20:00,4,32,1006,16.0,3.5,24.1,81.0,0.0,147.0,105.0,144.0,179.0,119.0,177.0,8,3,0,71.219549169378,1,1,12
130,3-0,3,0,"[2016-09-30 10:40:00,2016-09-30 11:00:00)",2016-09-30 10:40:00,2016-09-30,10:40:00,4,33,1006,16.0,3.5,24.1,81.0,0.0,119.0,147.0,105.0,144.0,179.0,119.0,8,3,0,71.219549169378,1,1,12
117,3-0,3,0,"[2016-09-30 11:00:00,2016-09-30 11:20:00)",2016-09-30 11:00:00,2016-09-30,11:00:00,4,34,1006,16.0,3.5,24.1,81.0,0.0,130.0,119.0,147.0,105.0,144.0,179.0,8,3,0,71.219549169378,1,1,12
108,3-0,3,0,"[2016-09-30 11:20:00,2016-09-30 11:40:00)",2016-09-30 11:20:00,2016-09-30,11:20:00,4,35,1006,16.0,3.5,24.1,81.0,0.0,117.0,130.0,119.0,147.0,105.0,144.0,8,3,0,71.219549169378,1,1,12
113,3-0,3,0,"[2016-09-30 11:40:00,2016-09-30 12:00:00)",2016-09-30 11:40:00,2016-09-30,11:40:00,4,36,1006,16.0,3.5,24.1,81.0,0.0,108.0,117.0,130.0,119.0,147.0,105.0,8,3,0,71.219549169378,1,1,12
121,3-0,3,0,"[2016-09-30 12:00:00,2016-09-30 12:20:00)",2016-09-30 12:00:00,2016-09-30,12:00:00,4,37,1008,351.0,2.3,22.5,83.0,0.0,113.0,108.0,117.0,130.0,119.0,147.0,8,2,0,72.22068777777778,1,1,12
145,3-0,3,0,"[2016-09-30 12:20:00,2016-09-30 12:40:00)",2016-09-30 12:20:00,2016-09-30,12:20:00,4,38,1008,351.0,2.3,22.5,83.0,0.0,121.0,113.0,108.0,117.0,130.0,119.0,8,2,0,72.22068777777778,1,1,12
152,3-0,3,0,"[2016-09-30 12:40:00,2016-09-30 13:00:00)",2016-09-30 12:40:00,2016-09-30,12:40:00,4,39,1008,351.0,2.3,22.5,83.0,0.0,145.0,121.0,113.0,108.0,117.0,130.0,8,2,0,72.22068777777778,1,1,12
155,3-0,3,0,"[2016-09-30 13:00:00,2016-09-30 13:20:00)",2016-09-30 13:00:00,2016-09-30,13:00:00,4,40,1008,351.0,2.3,22.5,83.0,0.0,152.0,145.0,121.0,113.0,108.0,117.0,8,2,0,72.22068777777778,1,1,12
153,3-0,3,0,"[2016-09-30 13:20:00,2016-09-30 13:40:00)",2016-09-30 13:20:00,2016-09-30,13:20:00,4,41,1008,351.0,2.3,22.5,83.0,0.0,155.0,152.0,145.0,121.0,113.0,108.0,8,2,0,72.22068777777778,1,1,12
146,3-0,3,0,"[2016-09-30 13:40:00,2016-09-30 14:00:00)",2016-09-30 13:40:00,2016-09-30,13:40:00,4,42,1008,351.0,2.3,22.5,83.0,0.0,153.0,155.0,152.0,145.0,121.0,113.0,8,2,0,72.22068777777778,1,1,12
162,3-0,3,0,"[2016-09-30 14:00:00,2016-09-30 14:20:00)",2016-09-30 14:00:00,2016-09-30,14:00:00,4,43,1008,351.0,2.3,22.5,83.0,0.0,146.0,153.0,155.0,152.0,145.0,121.0,8,2,0,72.22068777777778,1,1,12
166,3-0,3,0,"[2016-09-30 14:20:00,2016-09-30 14:40:00)",2016-09-30 14:20:00,2016-09-30,14:20:00,4,44,1008,351.0,2.3,22.5,83.0,0.0,162.0,146.0,153.0,155.0,152.0,145.0,8,2,0,72.22068777777778,1,1,12
125,3-0,3,0,"[2016-09-30 14:40:00,2016-09-30 15:00:00)",2016-09-30 14:40:00,2016-09-30,14:40:00,4,45,1008,351.0,2.3,22.5,83.0,0.0,166.0,162.0,146.0,153.0,155.0,152.0,8,2,0,72.22068777777778,1,1,12
143,3-0,3,0,"[2016-09-30 15:00:00,2016-09-30 15:20:00)",2016-09-30 15:00:00,2016-09-30,15:00:00,4,46,1009,334.0,1.4,21.7,89.0,0.0,125.0,166.0,162.0,146.0,153.0,155.0,7,1,0,74.2511147141631,1,1,12
