avg_travel_time,route,intersection_id,tollgate_id,time_window,start_time,date,time,weekday,timemap,pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,last_20min,last_40min,last_60min,last_80min,last_100min,last_120min,wind_direction2,wind_speed2,precipitation2,SSD,SSD_level,is_workday,datemap
187.93,B-1,B,1,"[2016-09-09 14:20:00,2016-09-09 14:40:00)",2016-09-09 14:20:00,2016-09-09,14:20:00,4,44,1006,66.0,2.1,27.2,68.0,0.0,138.14,126.19,134.0,176.45,113.81,137.76,1,2,0,79.9220106786517,2,1,53
128.47,B-1,B,1,"[2016-09-09 14:40:00,2016-09-09 15:00:00)",2016-09-09 14:40:00,2016-09-09,14:40:00,4,45,1006,66.0,2.1,27.2,68.0,0.0,187.93,138.14,126.19,134.0,176.45,113.81,1,2,0,79.9220106786517,2,1,53
182.98,B-1,B,1,"[2016-09-09 15:00:00,2016-09-09 15:20:00)",2016-09-09 15:00:00,2016-09-09,15:00:00,4,46,1006,320.0,1.6,25.9,75.0,0.0,128.47,187.93,138.14,126.19,134.0,176.45,7,1,0,79.98481427225131,2,1,53
129.08,B-1,B,1,"[2016-09-09 15:20:00,2016-09-09 15:40:00)",2016-09-09 15:20:00,2016-09-09,15:20:00,4,47,1006,320.0,1.6,25.9,75.0,0.0,182.98,128.47,187.93,138.14,126.19,134.0,7,1,0,79.98481427225131,2,1,53
117.19,B-1,B,1,"[2016-09-09 15:40:00,2016-09-09 16:00:00)",2016-09-09 15:40:00,2016-09-09,15:40:00,4,48,1006,320.0,1.6,25.9,75.0,0.0,129.08,182.98,128.47,187.93,138.14,126.19,7,1,0,79.98481427225131,2,1,53
111.37,B-1,B,1,"[2016-09-09 16:00:00,2016-09-09 16:20:00)",2016-09-09 16:00:00,2016-09-09,16:00:00,4,49,1006,320.0,1.6,25.9,75.0,0.0,117.19,129.08,182.98,128.47,187.93,138.14,7,1,0,79.98481427225131,2,1,53
157.43,B-1,B,1,"[2016-09-09 16:20:00,2016-09-09 16:40:00)",2016-09-09 16:20:00,2016-09-09,16:20:00,4,50,1006,320.0,1.6,25.9,75.0,0.0,111.37,117.19,129.08,182.98,128.47,187.93,7,1,0,79.98481427225131,2,1,53
130.96,B-1,B,1,"[2016-09-09 16:40:00,2016-09-09 17:00:00)",2016-09-09 16:40:00,2016-09-09,16:40:00,4,51,1006,320.0,1.6,25.9,75.0,0.0,157.43,111.37,117.19,129.08,182.98,128.47,7,1,0,79.98481427225131,2,1,53
127.75,B-1,B,1,"[2016-09-09 17:00:00,2016-09-09 17:20:00)",2016-09-09 17:00:00,2016-09-09,17:00:00,4,52,1006,320.0,1.6,25.9,75.0,0.0,130.96,157.43,111.37,117.19,129.08,182.98,7,1,0,79.98481427225131,2,1,53
135.32,B-1,B,1,"[2016-09-10 09:40:00,2016-09-10 10:00:00)",2016-09-10 09:40:00,2016-09-10,09:40:00,5,30,1005,68.0,2.3,28.2,56.0,0.0,163.72,92.62,120.51,134.4,116.19,136.99,2,2,0,79.50582872380951,2,2,54
119.03,B-1,B,1,"[2016-09-10 10:00:00,2016-09-10 10:20:00)",2016-09-10 10:00:00,2016-09-10,10:00:00,5,31,1005,68.0,2.3,28.2,56.0,0.0,135.32,163.72,92.62,120.51,134.4,116.19,2,2,0,79.50582872380951,2,2,54
182.32,B-1,B,1,"[2016-09-10 10:20:00,2016-09-10 10:40:00)",2016-09-10 10:20:00,2016-09-10,10:20:00,5,32,1005,68.0,2.3,28.2,56.0,0.0,119.03,135.32,163.72,92.62,120.51,134.4,2,2,0,79.50582872380951,2,2,54
183.9,B-1,B,1,"[2016-09-10 10:40:00,2016-09-10 11:00:00)",2016-09-10 10:40:00,2016-09-10,10:40:00,5,33,1005,68.0,2.3,28.2,56.0,0.0,182.32,119.03,135.32,163.72,92.62,120.51,2,2,0,79.50582872380951,2,2,54
219.09,B-1,B,1,"[2016-09-10 11:00:00,2016-09-10 11:20:00)",2016-09-10 11:00:00,2016-09-10,11:00:00,5,34,1005,68.0,2.3,28.2,56.0,0.0,183.9,182.32,119.03,135.32,163.72,92.62,2,2,0,79.50582872380951,2,2,54
173.19,B-1,B,1,"[2016-09-10 11:20:00,2016-09-10 11:40:00)",2016-09-10 11:20:00,2016-09-10,11:20:00,5,35,1005,68.0,2.3,28.2,56.0,0.0,219.09,183.9,182.32,119.03,135.32,163.72,2,2,0,79.50582872380951,2,2,54
113.79,B-1,B,1,"[2016-09-10 11:40:00,2016-09-10 12:00:00)",2016-09-10 11:40:00,2016-09-10,11:40:00,5,36,1005,68.0,2.3,28.2,56.0,0.0,173.19,219.09,183.9,182.32,119.03,135.32,2,2,0,79.50582872380951,2,2,54
108.88,B-1,B,1,"[2016-09-10 12:00:00,2016-09-10 12:20:00)",2016-09-10 12:00:00,2016-09-10,12:00:00,5,37,1006,110.0,2.1,26.9,75.0,0.0,113.79,173.19,219.09,183.9,182.32,119.03,2,2,0,80.2949580441989,3,2,54
130.81,B-1,B,1,"[2016-09-10 12:20:00,2016-09-10 12:40:00)",2016-09-10 12:20:00,2016-09-10,12:20:00,5,38,1006,110.0,2.1,26.9,75.0,0.0,108.88,113.79,173.19,219.09,183.9,182.32,2,2,0,80.2949580441989,3,2,54
126.28,B-1,B,1,"[2016-09-10 12:40:00,2016-09-10 13:00:00)",2016-09-10 12:40:00,2016-09-10,12:40:00,5,39,1006,110.0,2.1,26.9,75.0,0.0,130.81,108.88,113.79,173.19,219.09,183.9,2,2,0,80.2949580441989,3,2,54
151.9,B-1,B,1,"[2016-09-10 13:00:00,2016-09-10 13:20:00)",2016-09-10 13:00:00,2016-09-10,13:00:00,5,40,1006,110.0,2.1,26.9,75.0,0.0,126.28,130.81,108.88,113.79,173.19,219.09,2,2,0,80.2949580441989,3,2,54
164.75,B-1,B,1,"[2016-09-10 13:20:00,2016-09-10 13:40:00)",2016-09-10 13:20:00,2016-09-10,13:20:00,5,41,1006,110.0,2.1,26.9,75.0,0.0,151.9,126.28,130.81,108.88,113.79,173.19,2,2,0,80.2949580441989,3,2,54
169.89,B-1,B,1,"[2016-09-10 14:00:00,2016-09-10 14:20:00)",2016-09-10 14:00:00,2016-09-10,14:00:00,5,43,1006,110.0,2.1,26.9,75.0,0.0,286.41,164.75,151.9,126.28,130.81,108.88,2,2,0,80.2949580441989,3,2,54
190.03,B-1,B,1,"[2016-09-10 14:20:00,2016-09-10 14:40:00)",2016-09-10 14:20:00,2016-09-10,14:20:00,5,44,1006,110.0,2.1,26.9,75.0,0.0,169.89,286.41,164.75,151.9,126.28,130.81,2,2,0,80.2949580441989,3,2,54
149.34,B-1,B,1,"[2016-09-10 14:40:00,2016-09-10 15:00:00)",2016-09-10 14:40:00,2016-09-10,14:40:00,5,45,1006,110.0,2.1,26.9,75.0,0.0,190.03,169.89,286.41,164.75,151.9,126.28,2,2,0,80.2949580441989,3,2,54
206.84,B-1,B,1,"[2016-09-10 15:00:00,2016-09-10 15:20:00)",2016-09-10 15:00:00,2016-09-10,15:00:00,5,46,1007,214.0,1.4,25.6,74.0,0.0,149.34,190.03,169.89,286.41,164.75,151.9,5,1,0,79.9230854927835,2,2,54
220.32,B-1,B,1,"[2016-09-10 15:20:00,2016-09-10 15:40:00)",2016-09-10 15:20:00,2016-09-10,15:20:00,5,47,1007,214.0,1.4,25.6,74.0,0.0,206.84,149.34,190.03,169.89,286.41,164.75,5,1,0,79.9230854927835,2,2,54
160.37,B-1,B,1,"[2016-09-10 15:40:00,2016-09-10 16:00:00)",2016-09-10 15:40:00,2016-09-10,15:40:00,5,48,1007,214.0,1.4,25.6,74.0,0.0,220.32,206.84,149.34,190.03,169.89,286.41,5,1,0,79.9230854927835,2,2,54
160.31,B-1,B,1,"[2016-09-10 16:00:00,2016-09-10 16:20:00)",2016-09-10 16:00:00,2016-09-10,16:00:00,5,49,1007,214.0,1.4,25.6,74.0,0.0,160.37,220.32,206.84,149.34,190.03,169.89,5,1,0,79.9230854927835,2,2,54
171.16,B-1,B,1,"[2016-09-10 16:20:00,2016-09-10 16:40:00)",2016-09-10 16:20:00,2016-09-10,16:20:00,5,50,1007,214.0,1.4,25.6,74.0,0.0,160.31,160.37,220.32,206.84,149.34,190.03,5,1,0,79.9230854927835,2,2,54
239.76,B-1,B,1,"[2016-09-10 16:40:00,2016-09-10 17:00:00)",2016-09-10 16:40:00,2016-09-10,16:40:00,5,51,1007,214.0,1.4,25.6,74.0,0.0,171.16,160.31,160.37,220.32,206.84,149.34,5,1,0,79.9230854927835,2,2,54
170.02,B-1,B,1,"[2016-09-10 17:00:00,2016-09-10 17:20:00)",2016-09-10 17:00:00,2016-09-10,17:00:00,5,52,1007,214.0,1.4,25.6,74.0,0.0,239.76,171.16,160.31,160.37,220.32,206.84,5,1,0,79.9230854927835,2,2,54
226.9,B-1,B,1,"[2016-09-10 17:20:00,2016-09-10 17:40:00)",2016-09-10 17:20:00,2016-09-10,17:20:00,5,53,1007,214.0,1.4,25.6,74.0,0.0,170.02,239.76,171.16,160.31,160.37,220.32,5,1,0,79.9230854927835,2,2,54
214.02,B-1,B,1,"[2016-09-10 17:40:00,2016-09-10 18:00:00)",2016-09-10 17:40:00,2016-09-10,17:40:00,5,54,1007,214.0,1.4,25.6,74.0,0.0,226.9,170.02,239.76,171.16,160.31,160.37,5,1,0,79.9230854927835,2,2,54
229.51,B-1,B,1,"[2016-09-10 18:00:00,2016-09-10 18:20:00)",2016-09-10 18:00:00,2016-09-10,18:00:00,5,55,1006,21.0,0.8,24.0,74.0,0.1,214.02,226.9,170.02,239.76,171.16,160.31,8,1,1,78.80178361904763,2,2,54
159.69,B-1,B,1,"[2016-09-10 18:20:00,2016-09-10 18:40:00)",2016-09-10 18:20:00,2016-09-10,18:20:00,5,56,1006,21.0,0.8,24.0,74.0,0.1,229.51,214.02,226.9,170.02,239.76,171.16,8,1,1,78.80178361904763,2,2,54
144.74,B-1,B,1,"[2016-09-10 18:40:00,2016-09-10 19:00:00)",2016-09-10 18:40:00,2016-09-10,18:40:00,5,57,1006,21.0,0.8,24.0,74.0,0.1,159.69,229.51,214.02,226.9,170.02,239.76,8,1,1,78.80178361904763,2,2,54
171.34,B-1,B,1,"[2016-09-10 19:00:00,2016-09-10 19:20:00)",2016-09-10 19:00:00,2016-09-10,19:00:00,5,58,1006,21.0,0.8,24.0,74.0,0.1,144.74,159.69,229.51,214.02,226.9,170.02,8,1,1,78.80178361904763,2,2,54
232.91,B-1,B,1,"[2016-09-10 19:20:00,2016-09-10 19:40:00)",2016-09-10 19:20:00,2016-09-10,19:20:00,5,59,1006,21.0,0.8,24.0,74.0,0.1,171.34,144.74,159.69,229.51,214.02,226.9,8,1,1,78.80178361904763,2,2,54
144.71,B-1,B,1,"[2016-09-10 19:40:00,2016-09-10 20:00:00)",2016-09-10 19:40:00,2016-09-10,19:40:00,5,60,1006,21.0,0.8,24.0,74.0,0.1,232.91,171.34,144.74,159.69,229.51,214.02,8,1,1,78.80178361904763,2,2,54
106.47,B-1,B,1,"[2016-09-10 20:00:00,2016-09-10 20:20:00)",2016-09-10 20:00:00,2016-09-10,20:00:00,5,61,1006,21.0,0.8,24.0,74.0,0.1,144.71,232.91,171.34,144.74,159.69,229.51,8,1,1,78.80178361904763,2,2,54
148.3,B-1,B,1,"[2016-09-10 20:20:00,2016-09-10 20:40:00)",2016-09-10 20:20:00,2016-09-10,20:20:00,5,62,1006,21.0,0.8,24.0,74.0,0.1,106.47,144.71,232.91,171.34,144.74,159.69,8,1,1,78.80178361904763,2,2,54
237.6,B-1,B,1,"[2016-09-10 20:40:00,2016-09-10 21:00:00)",2016-09-10 20:40:00,2016-09-10,20:40:00,5,63,1006,21.0,0.8,24.0,74.0,0.1,148.3,106.47,144.71,232.91,171.34,144.74,8,1,1,78.80178361904763,2,2,54
222.53,B-1,B,1,"[2016-09-10 21:00:00,2016-09-10 21:20:00)",2016-09-10 21:00:00,2016-09-10,21:00:00,5,64,1007,107.0,1.5,23.2,72.0,0.0,237.6,148.3,106.47,144.71,232.91,171.34,2,1,0,74.80251267522935,1,2,54
147.51,B-1,B,1,"[2016-09-10 21:20:00,2016-09-10 21:40:00)",2016-09-10 21:20:00,2016-09-10,21:20:00,5,65,1007,107.0,1.5,23.2,72.0,0.0,222.53,237.6,148.3,106.47,144.71,232.91,2,1,0,74.80251267522935,1,2,54
148.29,B-1,B,1,"[2016-09-11 10:20:00,2016-09-11 10:40:00)",2016-09-11 10:20:00,2016-09-11,10:20:00,6,32,1008,149.0,1.9,21.1,85.0,0.3,120.24,114.93,121.3,140.93,148.43,120.88,3,2,1,71.03072305439332,1,2,55
154.3,B-1,B,1,"[2016-09-11 10:40:00,2016-09-11 11:00:00)",2016-09-11 10:40:00,2016-09-11,10:40:00,6,33,1008,149.0,1.9,21.1,85.0,0.3,148.29,120.24,114.93,121.3,140.93,148.43,3,2,1,71.03072305439332,1,2,55
167.27,B-1,B,1,"[2016-09-11 11:00:00,2016-09-11 11:20:00)",2016-09-11 11:00:00,2016-09-11,11:00:00,6,34,1008,149.0,1.9,21.1,85.0,0.3,154.3,148.29,120.24,114.93,121.3,140.93,3,2,1,71.03072305439332,1,2,55
186.21,B-1,B,1,"[2016-09-11 13:40:00,2016-09-11 14:00:00)",2016-09-11 13:40:00,2016-09-11,13:40:00,6,42,1010,337.0,1.8,20.0,93.0,0.1,189.33,140.66,141.4,113.62,95.84,150.51,7,2,1,70.09964000000001,0,2,55
177.41,B-1,B,1,"[2016-09-11 14:00:00,2016-09-11 14:20:00)",2016-09-11 14:00:00,2016-09-11,14:00:00,6,43,1010,337.0,1.8,20.0,93.0,0.1,186.21,189.33,140.66,141.4,113.62,95.84,7,2,1,70.09964000000001,0,2,55
191.38,B-1,B,1,"[2016-09-11 14:20:00,2016-09-11 14:40:00)",2016-09-11 14:20:00,2016-09-11,14:20:00,6,44,1010,337.0,1.8,20.0,93.0,0.1,177.41,186.21,189.33,140.66,141.4,113.62,7,2,1,70.09964000000001,0,2,55
178.44,B-1,B,1,"[2016-09-11 14:40:00,2016-09-11 15:00:00)",2016-09-11 14:40:00,2016-09-11,14:40:00,6,45,1010,337.0,1.8,20.0,93.0,0.1,191.38,177.41,186.21,189.33,140.66,141.4,7,2,1,70.09964000000001,0,2,55
191.58,B-1,B,1,"[2016-09-11 15:00:00,2016-09-11 15:20:00)",2016-09-11 15:00:00,2016-09-11,15:00:00,6,46,1010,295.0,1.8,20.0,94.0,0.0,178.44,191.38,177.41,186.21,189.33,140.66,7,2,0,70.20872000000001,0,2,55
152.98,B-1,B,1,"[2016-09-11 15:20:00,2016-09-11 15:40:00)",2016-09-11 15:20:00,2016-09-11,15:20:00,6,47,1010,295.0,1.8,20.0,94.0,0.0,191.58,178.44,191.38,177.41,186.21,189.33,7,2,0,70.20872000000001,0,2,55
166.53,B-1,B,1,"[2016-09-11 15:40:00,2016-09-11 16:00:00)",2016-09-11 15:40:00,2016-09-11,15:40:00,6,48,1010,295.0,1.8,20.0,94.0,0.0,152.98,191.58,178.44,191.38,177.41,186.21,7,2,0,70.20872000000001,0,2,55
205.85,B-1,B,1,"[2016-09-11 16:00:00,2016-09-11 16:20:00)",2016-09-11 16:00:00,2016-09-11,16:00:00,6,49,1010,295.0,1.8,20.0,94.0,0.0,166.53,152.98,191.58,178.44,191.38,177.41,7,2,0,70.20872000000001,0,2,55
182.73,B-1,B,1,"[2016-09-11 16:20:00,2016-09-11 16:40:00)",2016-09-11 16:20:00,2016-09-11,16:20:00,6,50,1010,295.0,1.8,20.0,94.0,0.0,205.85,166.53,152.98,191.58,178.44,191.38,7,2,0,70.20872000000001,0,2,55
127.82,B-1,B,1,"[2016-09-11 16:40:00,2016-09-11 17:00:00)",2016-09-11 16:40:00,2016-09-11,16:40:00,6,51,1010,295.0,1.8,20.0,94.0,0.0,182.73,205.85,166.53,152.98,191.58,178.44,7,2,0,70.20872000000001,0,2,55
142.49,B-1,B,1,"[2016-09-11 17:00:00,2016-09-11 17:20:00)",2016-09-11 17:00:00,2016-09-11,17:00:00,6,52,1010,295.0,1.8,20.0,94.0,0.0,127.82,182.73,205.85,166.53,152.98,191.58,7,2,0,70.20872000000001,0,2,55
150.16,B-1,B,1,"[2016-09-11 17:40:00,2016-09-11 18:00:00)",2016-09-11 17:40:00,2016-09-11,17:40:00,6,54,1010,295.0,1.8,20.0,94.0,0.0,274.25,142.49,127.82,182.73,205.85,166.53,7,2,0,70.20872000000001,0,2,55
158.08,B-1,B,1,"[2016-09-11 18:00:00,2016-09-11 18:20:00)",2016-09-11 18:00:00,2016-09-11,18:00:00,6,55,1010,322.0,1.8,19.6,95.0,0.0,150.16,274.25,142.49,127.82,182.73,205.85,7,2,0,69.53150702362205,0,2,55
114.33,B-1,B,1,"[2016-09-12 08:40:00,2016-09-12 09:00:00)",2016-09-12 08:40:00,2016-09-12,08:40:00,0,27,1010,325.0,1.0,28.0,56.0,0.0,198.19,125.6,176.0,193.65,128.39,146.88,7,1,0,83.29603388235294,3,1,56
125.1,B-1,B,1,"[2016-09-12 09:00:00,2016-09-12 09:20:00)",2016-09-12 09:00:00,2016-09-12,09:00:00,0,28,1010,112.0,1.9,27.9,55.0,0.0,114.33,198.19,125.6,176.0,193.65,128.39,2,2,0,80.09341191812865,3,1,56
164.68,B-1,B,1,"[2016-09-12 09:20:00,2016-09-12 09:40:00)",2016-09-12 09:20:00,2016-09-12,09:20:00,0,29,1010,112.0,1.9,27.9,55.0,0.0,125.1,114.33,198.19,125.6,176.0,193.65,2,2,0,80.09341191812865,3,1,56
89.75,B-1,B,1,"[2016-09-12 09:40:00,2016-09-12 10:00:00)",2016-09-12 09:40:00,2016-09-12,09:40:00,0,30,1010,112.0,1.9,27.9,55.0,0.0,164.68,125.1,114.33,198.19,125.6,176.0,2,2,0,80.09341191812865,3,1,56
116.42,B-1,B,1,"[2016-09-12 10:00:00,2016-09-12 10:20:00)",2016-09-12 10:00:00,2016-09-12,10:00:00,0,31,1010,112.0,1.9,27.9,55.0,0.0,89.75,164.68,125.1,114.33,198.19,125.6,2,2,0,80.09341191812865,3,1,56
169.21,B-1,B,1,"[2016-09-12 10:20:00,2016-09-12 10:40:00)",2016-09-12 10:20:00,2016-09-12,10:20:00,0,32,1010,112.0,1.9,27.9,55.0,0.0,116.42,89.75,164.68,125.1,114.33,198.19,2,2,0,80.09341191812865,3,1,56
98.12,B-1,B,1,"[2016-09-12 10:40:00,2016-09-12 11:00:00)",2016-09-12 10:40:00,2016-09-12,10:40:00,0,33,1010,112.0,1.9,27.9,55.0,0.0,169.21,116.42,89.75,164.68,125.1,114.33,2,2,0,80.09341191812865,3,1,56
157.8,B-1,B,1,"[2016-09-12 14:00:00,2016-09-12 14:20:00)",2016-09-12 14:00:00,2016-09-12,14:00:00,0,43,1012,103.0,2.6,25.3,72.0,0.0,134.75,126.89,117.01,121.99,108.81,109.09,2,2,0,75.25550807715734,1,1,56
141.12,B-1,B,1,"[2016-09-12 14:20:00,2016-09-12 14:40:00)",2016-09-12 14:20:00,2016-09-12,14:20:00,0,44,1012,103.0,2.6,25.3,72.0,0.0,157.8,134.75,126.89,117.01,121.99,108.81,2,2,0,75.25550807715734,1,1,56
117.0,B-1,B,1,"[2016-09-12 14:40:00,2016-09-12 15:00:00)",2016-09-12 14:40:00,2016-09-12,14:40:00,0,45,1012,103.0,2.6,25.3,72.0,0.0,141.12,157.8,134.75,126.89,117.01,121.99,2,2,0,75.25550807715734,1,1,56
89.99,B-1,B,1,"[2016-09-12 15:00:00,2016-09-12 15:20:00)",2016-09-12 15:00:00,2016-09-12,15:00:00,0,46,1012,96.0,0.4,23.4,81.0,0.0,117.0,141.12,157.8,134.75,126.89,117.01,2,1,0,79.79334225185185,2,1,56
117.01,B-1,B,1,"[2016-09-12 15:20:00,2016-09-12 15:40:00)",2016-09-12 15:20:00,2016-09-12,15:20:00,0,47,1012,96.0,0.4,23.4,81.0,0.0,89.99,117.0,141.12,157.8,134.75,126.89,2,1,0,79.79334225185185,2,1,56
122.49,B-1,B,1,"[2016-09-12 15:40:00,2016-09-12 16:00:00)",2016-09-12 15:40:00,2016-09-12,15:40:00,0,48,1012,96.0,0.4,23.4,81.0,0.0,117.01,89.99,117.0,141.12,157.8,134.75,2,1,0,79.79334225185185,2,1,56
115.6,B-1,B,1,"[2016-09-12 16:00:00,2016-09-12 16:20:00)",2016-09-12 16:00:00,2016-09-12,16:00:00,0,49,1012,96.0,0.4,23.4,81.0,0.0,122.49,117.01,89.99,117.0,141.12,157.8,2,1,0,79.79334225185185,2,1,56
139.32,B-1,B,1,"[2016-09-12 16:20:00,2016-09-12 16:40:00)",2016-09-12 16:20:00,2016-09-12,16:20:00,0,50,1012,96.0,0.4,23.4,81.0,0.0,115.6,122.49,117.01,89.99,117.0,141.12,2,1,0,79.79334225185185,2,1,56
139.88,B-1,B,1,"[2016-09-12 16:40:00,2016-09-12 17:00:00)",2016-09-12 16:40:00,2016-09-12,16:40:00,0,51,1012,96.0,0.4,23.4,81.0,0.0,139.32,115.6,122.49,117.01,89.99,117.0,2,1,0,79.79334225185185,2,1,56
112.69,B-1,B,1,"[2016-09-12 17:00:00,2016-09-12 17:20:00)",2016-09-12 17:00:00,2016-09-12,17:00:00,0,52,1012,96.0,0.4,23.4,81.0,0.0,139.88,139.32,115.6,122.49,117.01,89.99,2,1,0,79.79334225185185,2,1,56
82.98,B-1,B,1,"[2016-09-12 17:20:00,2016-09-12 17:40:00)",2016-09-12 17:20:00,2016-09-12,17:20:00,0,53,1012,96.0,0.4,23.4,81.0,0.0,112.69,139.88,139.32,115.6,122.49,117.01,2,1,0,79.79334225185185,2,1,56
133.83,B-1,B,1,"[2016-09-13 08:00:00,2016-09-13 08:20:00)",2016-09-13 08:00:00,2016-09-13,08:00:00,1,25,1011,66.0,2.4,25.8,68.0,0.0,111.42,137.31,128.83,92.49,108.75,118.2,1,2,0,76.32283373333333,2,1,57
105.39,B-1,B,1,"[2016-09-13 08:20:00,2016-09-13 08:40:00)",2016-09-13 08:20:00,2016-09-13,08:20:00,1,26,1011,66.0,2.4,25.8,68.0,0.0,133.83,111.42,137.31,128.83,92.49,108.75,1,2,0,76.32283373333333,2,1,57
118.01,B-1,B,1,"[2016-09-13 08:40:00,2016-09-13 09:00:00)",2016-09-13 08:40:00,2016-09-13,08:40:00,1,27,1011,66.0,2.4,25.8,68.0,0.0,105.39,133.83,111.42,137.31,128.83,92.49,1,2,0,76.32283373333333,2,1,57
122.95,B-1,B,1,"[2016-09-13 09:00:00,2016-09-13 09:20:00)",2016-09-13 09:00:00,2016-09-13,09:00:00,1,28,1012,218.0,1.0,23.7,88.0,0.4,118.01,105.39,133.83,111.42,137.31,128.83,5,1,1,79.30785823849764,2,1,57
104.15,B-1,B,1,"[2016-09-13 09:20:00,2016-09-13 09:40:00)",2016-09-13 09:20:00,2016-09-13,09:20:00,1,29,1012,218.0,1.0,23.7,88.0,0.4,122.95,118.01,105.39,133.83,111.42,137.31,5,1,1,79.30785823849764,2,1,57
98.89,B-1,B,1,"[2016-09-13 09:40:00,2016-09-13 10:00:00)",2016-09-13 09:40:00,2016-09-13,09:40:00,1,30,1012,218.0,1.0,23.7,88.0,0.4,104.15,122.95,118.01,105.39,133.83,111.42,5,1,1,79.30785823849764,2,1,57
101.07,B-1,B,1,"[2016-09-13 10:00:00,2016-09-13 10:20:00)",2016-09-13 10:00:00,2016-09-13,10:00:00,1,31,1012,218.0,1.0,23.7,88.0,0.4,98.89,104.15,122.95,118.01,105.39,133.83,5,1,1,79.30785823849764,2,1,57
172.88,B-1,B,1,"[2016-09-13 13:40:00,2016-09-13 14:00:00)",2016-09-13 13:40:00,2016-09-13,13:40:00,1,42,1013,181.0,2.0,23.0,93.0,0.1,89.94,174.99,110.81,88.77,130.9,101.74,4,2,1,75.3445130909091,1,1,57
144.47,B-1,B,1,"[2016-09-13 14:00:00,2016-09-13 14:20:00)",2016-09-13 14:00:00,2016-09-13,14:00:00,1,43,1013,181.0,2.0,23.0,93.0,0.1,172.88,89.94,174.99,110.81,88.77,130.9,4,2,1,75.3445130909091,1,1,57
91.48,B-1,B,1,"[2016-09-13 14:20:00,2016-09-13 14:40:00)",2016-09-13 14:20:00,2016-09-13,14:20:00,1,44,1013,181.0,2.0,23.0,93.0,0.1,144.47,172.88,89.94,174.99,110.81,88.77,4,2,1,75.3445130909091,1,1,57
112.2,B-1,B,1,"[2016-09-13 14:40:00,2016-09-13 15:00:00)",2016-09-13 14:40:00,2016-09-13,14:40:00,1,45,1013,181.0,2.0,23.0,93.0,0.1,91.48,144.47,172.88,89.94,174.99,110.81,4,2,1,75.3445130909091,1,1,57
154.35,B-1,B,1,"[2016-09-13 15:00:00,2016-09-13 15:20:00)",2016-09-13 15:00:00,2016-09-13,15:00:00,1,46,1013,227.0,1.6,19.9,95.0,2.5,112.2,91.48,144.47,172.88,89.94,174.99,5,1,1,70.7612022868526,0,1,57
121.06,B-1,B,1,"[2016-09-13 15:20:00,2016-09-13 15:40:00)",2016-09-13 15:20:00,2016-09-13,15:20:00,1,47,1013,227.0,1.6,19.9,95.0,2.5,154.35,112.2,91.48,144.47,172.88,89.94,5,1,1,70.7612022868526,0,1,57
140.09,B-1,B,1,"[2016-09-13 15:40:00,2016-09-13 16:00:00)",2016-09-13 15:40:00,2016-09-13,15:40:00,1,48,1013,227.0,1.6,19.9,95.0,2.5,121.06,154.35,112.2,91.48,144.47,172.88,5,1,1,70.7612022868526,0,1,57
77.56,B-1,B,1,"[2016-09-13 16:00:00,2016-09-13 16:20:00)",2016-09-13 16:00:00,2016-09-13,16:00:00,1,49,1013,227.0,1.6,19.9,95.0,2.5,140.09,121.06,154.35,112.2,91.48,144.47,5,1,1,70.7612022868526,0,1,57
110.81,B-1,B,1,"[2016-09-13 16:20:00,2016-09-13 16:40:00)",2016-09-13 16:20:00,2016-09-13,16:20:00,1,50,1013,227.0,1.6,19.9,95.0,2.5,77.56,140.09,121.06,154.35,112.2,91.48,5,1,1,70.7612022868526,0,1,57
122.7,B-1,B,1,"[2016-09-13 16:40:00,2016-09-13 17:00:00)",2016-09-13 16:40:00,2016-09-13,16:40:00,1,51,1013,227.0,1.6,19.9,95.0,2.5,110.81,77.56,140.09,121.06,154.35,112.2,5,1,1,70.7612022868526,0,1,57
135.93,B-1,B,1,"[2016-09-13 17:00:00,2016-09-13 17:20:00)",2016-09-13 17:00:00,2016-09-13,17:00:00,1,52,1013,227.0,1.6,19.9,95.0,2.5,122.7,110.81,77.56,140.09,121.06,154.35,5,1,1,70.7612022868526,0,1,57
140.98,B-1,B,1,"[2016-09-13 17:20:00,2016-09-13 17:40:00)",2016-09-13 17:20:00,2016-09-13,17:20:00,1,53,1013,227.0,1.6,19.9,95.0,2.5,135.93,122.7,110.81,77.56,140.09,121.06,5,1,1,70.7612022868526,0,1,57
208.88,B-1,B,1,"[2016-09-13 17:40:00,2016-09-13 18:00:00)",2016-09-13 17:40:00,2016-09-13,17:40:00,1,54,1013,227.0,1.6,19.9,95.0,2.5,140.98,135.93,122.7,110.81,77.56,140.09,5,1,1,70.7612022868526,0,1,57
222.12,B-1,B,1,"[2016-09-13 18:00:00,2016-09-13 18:20:00)",2016-09-13 18:00:00,2016-09-13,18:00:00,1,55,1011,331.0,1.6,19.8,95.0,0.0,208.88,140.98,135.93,122.7,110.81,77.56,7,1,0,70.56462101587303,0,1,57
241.83,B-1,B,1,"[2016-09-13 18:20:00,2016-09-13 18:40:00)",2016-09-13 18:20:00,2016-09-13,18:20:00,1,56,1011,331.0,1.6,19.8,95.0,0.0,222.12,208.88,140.98,135.93,122.7,110.81,7,1,0,70.56462101587303,0,1,57
