"intersection_id","tollgate_id","time_window","avg_travel_time","mid_time"
"C","3","[2016-10-05 22:00:00,2016-10-05 22:20:00)","141.53","141.53"
"C","3","[2016-10-05 22:40:00,2016-10-05 23:00:00)","178.12","178.12"
"C","3","[2016-10-05 23:00:00,2016-10-05 23:20:00)","144.34","139.16"
"C","3","[2016-10-06 00:20:00,2016-10-06 00:40:00)","167.44","167.44"
"C","3","[2016-10-06 07:00:00,2016-10-06 07:20:00)","147.87","147.87"
"C","3","[2016-10-06 07:20:00,2016-10-06 07:40:00)","142.12","142.125"
"C","3","[2016-10-06 07:40:00,2016-10-06 08:00:00)","153.64","153.64"
"C","3","[2016-10-06 08:00:00,2016-10-06 08:20:00)","139.09","139.09"
"C","3","[2016-10-06 08:20:00,2016-10-06 08:40:00)","115.87","115.87"
"C","3","[2016-10-06 08:40:00,2016-10-06 09:00:00)","138.22","138.225"
"C","3","[2016-10-06 09:00:00,2016-10-06 09:20:00)","145.33","168.53"
"C","3","[2016-10-06 09:40:00,2016-10-06 10:00:00)","154.24","147.29"
"C","3","[2016-10-06 10:00:00,2016-10-06 10:20:00)","162.27","162.27"
"C","3","[2016-10-06 10:20:00,2016-10-06 10:40:00)","332.87","332.87"
"C","3","[2016-10-06 10:40:00,2016-10-06 11:00:00)","195.28","195.28"
"C","3","[2016-10-06 11:00:00,2016-10-06 11:20:00)","140.77","149.47"
"C","3","[2016-10-06 11:20:00,2016-10-06 11:40:00)","118.87","120.92"
"C","3","[2016-10-06 12:00:00,2016-10-06 12:20:00)","140.0","131.46"
"C","3","[2016-10-06 12:20:00,2016-10-06 12:40:00)","92.19","92.19"
"C","3","[2016-10-06 12:40:00,2016-10-06 13:00:00)","83.34","83.34"
"C","3","[2016-10-06 13:00:00,2016-10-06 13:20:00)","174.67","174.67000000000002"
"C","3","[2016-10-06 13:20:00,2016-10-06 13:40:00)","138.79","138.79000000000002"
"C","3","[2016-10-06 13:40:00,2016-10-06 14:00:00)","165.96","165.96"
"C","3","[2016-10-06 14:00:00,2016-10-06 14:20:00)","134.27","138.68"
"C","3","[2016-10-06 14:20:00,2016-10-06 14:40:00)","223.17","247.63"
"C","3","[2016-10-06 14:40:00,2016-10-06 15:00:00)","172.5","162.815"
"C","3","[2016-10-06 15:00:00,2016-10-06 15:20:00)","173.97","186.69"
"C","3","[2016-10-06 15:20:00,2016-10-06 15:40:00)","167.39","167.39"
"C","3","[2016-10-06 15:40:00,2016-10-06 16:00:00)","177.25","177.25"
"C","3","[2016-10-06 16:00:00,2016-10-06 16:20:00)","169.36","169.35500000000002"
"C","3","[2016-10-06 16:20:00,2016-10-06 16:40:00)","138.51","138.515"
"C","3","[2016-10-06 17:00:00,2016-10-06 17:20:00)","167.73","167.73"
"C","3","[2016-10-06 17:40:00,2016-10-06 18:00:00)","190.84","190.84"
"C","3","[2016-10-06 18:00:00,2016-10-06 18:20:00)","121.79","121.78999999999999"
"C","3","[2016-10-06 18:20:00,2016-10-06 18:40:00)","193.76","193.76"
"C","3","[2016-10-06 19:20:00,2016-10-06 19:40:00)","175.94","156.29"
"C","3","[2016-10-06 19:40:00,2016-10-06 20:00:00)","179.76","179.76"
"C","3","[2016-10-06 20:00:00,2016-10-06 20:20:00)","275.53","275.53"
"C","3","[2016-10-06 20:20:00,2016-10-06 20:40:00)","211.91","211.915"
"C","3","[2016-10-06 20:40:00,2016-10-06 21:00:00)","110.34","110.34"
"C","3","[2016-10-06 21:00:00,2016-10-06 21:20:00)","135.23","135.23"
"C","3","[2016-10-06 21:20:00,2016-10-06 21:40:00)","177.97","175.04"
"C","3","[2016-10-06 21:40:00,2016-10-06 22:00:00)","144.8","144.8"
"C","3","[2016-10-06 22:00:00,2016-10-06 22:20:00)","178.31","178.31"
"C","3","[2016-10-07 02:00:00,2016-10-07 02:20:00)","228.93","228.93"
"C","3","[2016-10-07 03:40:00,2016-10-07 04:00:00)","92.46","92.46000000000001"
"C","3","[2016-10-07 05:20:00,2016-10-07 05:40:00)","304.77","304.77"
"C","3","[2016-10-07 05:40:00,2016-10-07 06:00:00)","130.35","130.35"
"C","3","[2016-10-07 06:40:00,2016-10-07 07:00:00)","139.87","139.87"
"C","3","[2016-10-07 08:00:00,2016-10-07 08:20:00)","90.12","90.12"
"C","3","[2016-10-07 08:40:00,2016-10-07 09:00:00)","154.53","154.53"
"C","3","[2016-10-07 09:00:00,2016-10-07 09:20:00)","112.73","112.73"
"C","3","[2016-10-07 09:20:00,2016-10-07 09:40:00)","145.93","151.2"
"C","3","[2016-10-07 09:40:00,2016-10-07 10:00:00)","137.77","129.185"
"C","3","[2016-10-07 10:00:00,2016-10-07 10:20:00)","189.27","189.26999999999998"
"C","3","[2016-10-07 10:40:00,2016-10-07 11:00:00)","106.91","106.91"
"C","3","[2016-10-07 11:20:00,2016-10-07 11:40:00)","204.62","204.615"
"C","3","[2016-10-07 12:40:00,2016-10-07 13:00:00)","318.49","318.49"
"C","3","[2016-10-07 13:00:00,2016-10-07 13:20:00)","236.02","243.7"
"C","3","[2016-10-07 13:20:00,2016-10-07 13:40:00)","162.69","162.69"
"C","3","[2016-10-07 14:00:00,2016-10-07 14:20:00)","271.49","271.49"
"C","3","[2016-10-07 14:20:00,2016-10-07 14:40:00)","386.85","386.85"
"C","3","[2016-10-07 14:40:00,2016-10-07 15:00:00)","351.59","351.59000000000003"
"C","3","[2016-10-07 15:00:00,2016-10-07 15:20:00)","325.95","325.95"
"C","3","[2016-10-07 15:40:00,2016-10-07 16:00:00)","189.69","189.685"
"C","3","[2016-10-07 16:00:00,2016-10-07 16:20:00)","204.55","204.55"
"C","3","[2016-10-07 16:20:00,2016-10-07 16:40:00)","160.59","160.59"
"C","3","[2016-10-07 16:40:00,2016-10-07 17:00:00)","291.97","291.97"
"C","3","[2016-10-07 17:00:00,2016-10-07 17:20:00)","204.26","204.26"
"C","3","[2016-10-07 17:20:00,2016-10-07 17:40:00)","219.95","219.95"
"C","3","[2016-10-07 17:40:00,2016-10-07 18:00:00)","315.26","315.26"
"C","3","[2016-10-07 18:20:00,2016-10-07 18:40:00)","233.37","246.57999999999998"
"C","3","[2016-10-07 18:40:00,2016-10-07 19:00:00)","272.45","272.45"
"C","3","[2016-10-07 19:20:00,2016-10-07 19:40:00)","145.4","145.4"
"C","3","[2016-10-07 19:40:00,2016-10-07 20:00:00)","185.06","185.06"
"C","3","[2016-10-07 20:20:00,2016-10-07 20:40:00)","213.22","213.22"
"C","3","[2016-10-07 21:00:00,2016-10-07 21:20:00)","169.35","169.35"
"C","3","[2016-10-08 02:40:00,2016-10-08 03:00:00)","227.48","227.48"
"C","3","[2016-10-08 07:00:00,2016-10-08 07:20:00)","144.0","144.0"
"C","3","[2016-10-08 07:40:00,2016-10-08 08:00:00)","120.73","120.73"
"C","3","[2016-10-08 08:20:00,2016-10-08 08:40:00)","95.48","95.48"
"C","3","[2016-10-08 08:40:00,2016-10-08 09:00:00)","86.51","86.51"
"C","3","[2016-10-08 09:00:00,2016-10-08 09:20:00)","128.32","160.12"
"C","3","[2016-10-08 09:20:00,2016-10-08 09:40:00)","132.58","132.57999999999998"
"C","3","[2016-10-08 09:40:00,2016-10-08 10:00:00)","163.32","175.74"
"C","3","[2016-10-08 10:00:00,2016-10-08 10:20:00)","181.52","181.51999999999998"
"C","3","[2016-10-08 10:40:00,2016-10-08 11:00:00)","110.29","110.28999999999999"
"C","3","[2016-10-08 11:00:00,2016-10-08 11:20:00)","127.27","121.18"
"C","3","[2016-10-08 12:40:00,2016-10-08 13:00:00)","131.91","131.91"
"C","3","[2016-10-08 13:00:00,2016-10-08 13:20:00)","134.47","140.87"
"C","3","[2016-10-08 13:20:00,2016-10-08 13:40:00)","175.31","175.315"
"C","3","[2016-10-08 13:40:00,2016-10-08 14:00:00)","175.76","175.76"
"C","3","[2016-10-08 14:20:00,2016-10-08 14:40:00)","167.37","167.37"
"C","3","[2016-10-08 14:40:00,2016-10-08 15:00:00)","147.31","153.55"
"C","3","[2016-10-08 15:20:00,2016-10-08 15:40:00)","135.08","135.07999999999998"
"C","3","[2016-10-08 16:00:00,2016-10-08 16:20:00)","142.82","142.82"
"C","3","[2016-10-08 16:20:00,2016-10-08 16:40:00)","134.62","121.48"
"C","3","[2016-10-08 16:40:00,2016-10-08 17:00:00)","150.33","150.32999999999998"
"C","3","[2016-10-08 17:20:00,2016-10-08 17:40:00)","221.78","237.79"
"C","3","[2016-10-08 17:40:00,2016-10-08 18:00:00)","97.06","97.06"
"C","3","[2016-10-08 18:00:00,2016-10-08 18:20:00)","122.67","122.67"
"C","3","[2016-10-08 18:20:00,2016-10-08 18:40:00)","187.34","187.34"
"C","3","[2016-10-08 20:40:00,2016-10-08 21:00:00)","151.8","151.8"
"C","3","[2016-10-08 21:40:00,2016-10-08 22:00:00)","142.07","142.07"
"C","3","[2016-10-08 22:00:00,2016-10-08 22:20:00)","150.56","150.565"
"C","3","[2016-10-09 07:40:00,2016-10-09 08:00:00)","125.95","125.95"
"C","3","[2016-10-09 08:00:00,2016-10-09 08:20:00)","167.85","167.85"
"C","3","[2016-10-09 08:20:00,2016-10-09 08:40:00)","128.33","128.32999999999998"
"C","3","[2016-10-09 09:20:00,2016-10-09 09:40:00)","164.69","165.245"
"C","3","[2016-10-09 09:40:00,2016-10-09 10:00:00)","174.07","174.07"
"C","3","[2016-10-09 10:00:00,2016-10-09 10:20:00)","180.07","180.075"
"C","3","[2016-10-09 10:20:00,2016-10-09 10:40:00)","126.31","123.74"
"C","3","[2016-10-09 10:40:00,2016-10-09 11:00:00)","237.99","237.99"
"C","3","[2016-10-09 11:00:00,2016-10-09 11:20:00)","184.88","184.88"
"C","3","[2016-10-09 11:20:00,2016-10-09 11:40:00)","187.29","187.29"
"C","3","[2016-10-09 12:00:00,2016-10-09 12:20:00)","104.46","104.46000000000001"
"C","3","[2016-10-09 12:20:00,2016-10-09 12:40:00)","186.73","186.73"
"C","3","[2016-10-09 12:40:00,2016-10-09 13:00:00)","157.94","157.94"
"C","3","[2016-10-09 13:00:00,2016-10-09 13:20:00)","170.92","170.91500000000002"
"C","3","[2016-10-09 13:20:00,2016-10-09 13:40:00)","140.33","140.32999999999998"
"C","3","[2016-10-09 13:40:00,2016-10-09 14:00:00)","137.03","137.03"
"C","3","[2016-10-09 14:00:00,2016-10-09 14:20:00)","160.82","160.49"
"C","3","[2016-10-09 14:20:00,2016-10-09 14:40:00)","205.3","207.0"
"C","3","[2016-10-09 15:00:00,2016-10-09 15:20:00)","133.56","133.565"
"C","3","[2016-10-09 15:20:00,2016-10-09 15:40:00)","158.98","158.98"
"C","3","[2016-10-09 15:40:00,2016-10-09 16:00:00)","175.06","165.26999999999998"
"C","3","[2016-10-09 16:00:00,2016-10-09 16:20:00)","190.47","200.24"
"C","3","[2016-10-09 16:40:00,2016-10-09 17:00:00)","124.27","109.46000000000001"
"C","3","[2016-10-09 17:40:00,2016-10-09 18:00:00)","180.7","180.7"
"C","3","[2016-10-09 18:00:00,2016-10-09 18:20:00)","153.62","153.62"
"C","3","[2016-10-09 18:40:00,2016-10-09 19:00:00)","211.23","211.23"
"C","3","[2016-10-09 19:20:00,2016-10-09 19:40:00)","144.84","148.21"
"C","3","[2016-10-09 19:40:00,2016-10-09 20:00:00)","163.17","163.17000000000002"
"C","3","[2016-10-09 20:00:00,2016-10-09 20:20:00)","109.45","109.45"
"C","3","[2016-10-09 20:20:00,2016-10-09 20:40:00)","110.98","110.98"
"C","3","[2016-10-09 20:40:00,2016-10-09 21:00:00)","107.29","107.28999999999999"
"C","3","[2016-10-09 23:20:00,2016-10-09 23:40:00)","118.89","118.89"
"C","3","[2016-10-10 00:40:00,2016-10-10 01:00:00)","121.41","121.41"
"C","3","[2016-10-10 05:00:00,2016-10-10 05:20:00)","162.09","162.09"
"C","3","[2016-10-10 07:20:00,2016-10-10 07:40:00)","96.27","96.27"
"C","3","[2016-10-10 09:00:00,2016-10-10 09:20:00)","189.87","189.87"
"C","3","[2016-10-10 09:20:00,2016-10-10 09:40:00)","220.87","220.87"
"C","3","[2016-10-10 09:40:00,2016-10-10 10:00:00)","89.47","89.47"
"C","3","[2016-10-10 10:20:00,2016-10-10 10:40:00)","162.77","162.77"
"C","3","[2016-10-10 10:40:00,2016-10-10 11:00:00)","173.23","184.55"
"C","3","[2016-10-10 11:20:00,2016-10-10 11:40:00)","148.3","137.835"
"C","3","[2016-10-10 11:40:00,2016-10-10 12:00:00)","156.41","167.65"
"C","3","[2016-10-10 12:00:00,2016-10-10 12:20:00)","122.01","122.01"
"C","3","[2016-10-10 12:40:00,2016-10-10 13:00:00)","125.36","125.365"
"C","3","[2016-10-10 13:40:00,2016-10-10 14:00:00)","162.3","162.3"
"C","3","[2016-10-10 14:00:00,2016-10-10 14:20:00)","152.2","143.67000000000002"
"C","3","[2016-10-10 15:00:00,2016-10-10 15:20:00)","94.12","94.12"
"C","3","[2016-10-10 15:20:00,2016-10-10 15:40:00)","180.45","182.03"
"C","3","[2016-10-10 15:40:00,2016-10-10 16:00:00)","128.09","128.09"
"C","3","[2016-10-10 16:20:00,2016-10-10 16:40:00)","170.54","157.82"
"C","3","[2016-10-10 16:40:00,2016-10-10 17:00:00)","180.11","180.005"
"C","3","[2016-10-10 17:00:00,2016-10-10 17:20:00)","189.83","200.49"
"C","3","[2016-10-10 17:20:00,2016-10-10 17:40:00)","163.67","171.28"
"C","3","[2016-10-10 17:40:00,2016-10-10 18:00:00)","173.34","173.34"
"C","3","[2016-10-10 18:40:00,2016-10-10 19:00:00)","155.4","155.4"
"C","3","[2016-10-10 19:20:00,2016-10-10 19:40:00)","158.1","158.1"
"C","3","[2016-10-10 20:00:00,2016-10-10 20:20:00)","130.03","130.03"
"C","3","[2016-10-10 20:40:00,2016-10-10 21:00:00)","139.86","139.86"
"C","3","[2016-10-10 22:20:00,2016-10-10 22:40:00)","97.8","97.8"
"C","3","[2016-10-10 22:40:00,2016-10-10 23:00:00)","171.85","158.31"
"C","3","[2016-10-11 02:40:00,2016-10-11 03:00:00)","161.94","161.94"
"C","3","[2016-10-11 05:20:00,2016-10-11 05:40:00)","156.45","156.45"
"C","3","[2016-10-11 06:20:00,2016-10-11 06:40:00)","278.8","278.8"
"C","3","[2016-10-11 06:40:00,2016-10-11 07:00:00)","254.2","258.75"
"C","3","[2016-10-11 07:00:00,2016-10-11 07:20:00)","136.63","136.63"
"C","3","[2016-10-11 07:40:00,2016-10-11 08:00:00)","190.27","190.27"
"C","3","[2016-10-11 08:20:00,2016-10-11 08:40:00)","131.44","131.445"
"C","3","[2016-10-11 08:40:00,2016-10-11 09:00:00)","137.79","137.79"
"C","3","[2016-10-11 09:20:00,2016-10-11 09:40:00)","202.18","202.175"
"C","3","[2016-10-11 09:40:00,2016-10-11 10:00:00)","117.08","117.08"
"C","3","[2016-10-11 10:20:00,2016-10-11 10:40:00)","165.96","149.785"
"C","3","[2016-10-11 10:40:00,2016-10-11 11:00:00)","145.81","145.81"
"C","3","[2016-10-11 11:00:00,2016-10-11 11:20:00)","176.53","179.31"
"C","3","[2016-10-11 11:40:00,2016-10-11 12:00:00)","132.98","132.98"
"C","3","[2016-10-11 12:00:00,2016-10-11 12:20:00)","206.08","206.08"
"C","3","[2016-10-11 12:20:00,2016-10-11 12:40:00)","162.44","162.44"
"C","3","[2016-10-11 12:40:00,2016-10-11 13:00:00)","209.58","209.58499999999998"
"C","3","[2016-10-11 13:40:00,2016-10-11 14:00:00)","125.63","123.44"
"C","3","[2016-10-11 14:00:00,2016-10-11 14:20:00)","159.13","159.13"
"C","3","[2016-10-11 14:20:00,2016-10-11 14:40:00)","191.19","197.84"
"C","3","[2016-10-11 15:00:00,2016-10-11 15:20:00)","158.23","158.23"
"C","3","[2016-10-11 15:40:00,2016-10-11 16:00:00)","151.44","151.435"
"C","3","[2016-10-11 16:00:00,2016-10-11 16:20:00)","143.58","132.27"
"C","3","[2016-10-11 16:20:00,2016-10-11 16:40:00)","179.79","180.07999999999998"
"C","3","[2016-10-11 16:40:00,2016-10-11 17:00:00)","163.06","173.96"
"C","3","[2016-10-11 17:20:00,2016-10-11 17:40:00)","183.23","183.23"
"C","3","[2016-10-11 17:40:00,2016-10-11 18:00:00)","218.23","218.23"
"C","3","[2016-10-11 18:20:00,2016-10-11 18:40:00)","229.61","229.61"
"C","3","[2016-10-11 19:00:00,2016-10-11 19:20:00)","230.37","230.37"
"C","3","[2016-10-11 19:40:00,2016-10-11 20:00:00)","207.18","207.18"
"C","3","[2016-10-11 20:20:00,2016-10-11 20:40:00)","219.34","219.34"
"C","3","[2016-10-11 21:00:00,2016-10-11 21:20:00)","188.69","188.69"
"C","3","[2016-10-11 21:20:00,2016-10-11 21:40:00)","122.44","122.44"
"C","3","[2016-10-11 21:40:00,2016-10-11 22:00:00)","218.45","218.45"
"C","3","[2016-10-11 22:20:00,2016-10-11 22:40:00)","147.24","147.24"
"C","3","[2016-10-11 23:40:00,2016-10-12 00:00:00)","111.98","111.98"
"C","3","[2016-10-12 06:20:00,2016-10-12 06:40:00)","162.55","162.55"
"C","3","[2016-10-12 07:00:00,2016-10-12 07:20:00)","129.81","129.81"
"C","3","[2016-10-12 07:20:00,2016-10-12 07:40:00)","110.15","110.15"
"C","3","[2016-10-12 08:00:00,2016-10-12 08:20:00)","175.34","175.34"
"C","3","[2016-10-12 08:40:00,2016-10-12 09:00:00)","258.09","239.81"
"C","3","[2016-10-12 09:00:00,2016-10-12 09:20:00)","245.42","245.42"
"C","3","[2016-10-12 09:40:00,2016-10-12 10:00:00)","215.89","215.89"
"C","3","[2016-10-12 10:00:00,2016-10-12 10:20:00)","209.0","209.0"
"C","3","[2016-10-12 10:20:00,2016-10-12 10:40:00)","161.43","161.425"
"C","3","[2016-10-12 11:00:00,2016-10-12 11:20:00)","133.09","133.09"
"C","3","[2016-10-12 11:20:00,2016-10-12 11:40:00)","140.85","140.85"
"C","3","[2016-10-12 12:00:00,2016-10-12 12:20:00)","174.42","174.42000000000002"
"C","3","[2016-10-12 12:20:00,2016-10-12 12:40:00)","174.96","175.97"
"C","3","[2016-10-12 12:40:00,2016-10-12 13:00:00)","128.3","128.3"
"C","3","[2016-10-12 13:00:00,2016-10-12 13:20:00)","109.37","110.96000000000001"
"C","3","[2016-10-12 13:20:00,2016-10-12 13:40:00)","176.53","164.95"
"C","3","[2016-10-12 13:40:00,2016-10-12 14:00:00)","160.53","160.53"
"C","3","[2016-10-12 14:00:00,2016-10-12 14:20:00)","115.48","115.47999999999999"
"C","3","[2016-10-12 14:20:00,2016-10-12 14:40:00)","131.3","131.29500000000002"
"C","3","[2016-10-12 14:40:00,2016-10-12 15:00:00)","61.94","61.94"
"C","3","[2016-10-12 15:20:00,2016-10-12 15:40:00)","218.83","218.82999999999998"
"C","3","[2016-10-12 15:40:00,2016-10-12 16:00:00)","141.39","141.39499999999998"
"C","3","[2016-10-12 16:00:00,2016-10-12 16:20:00)","170.92","170.92000000000002"
"C","3","[2016-10-12 16:20:00,2016-10-12 16:40:00)","164.54","171.6"
"C","3","[2016-10-12 16:40:00,2016-10-12 17:00:00)","214.78","214.78"
"C","3","[2016-10-12 17:20:00,2016-10-12 17:40:00)","148.58","150.56"
"C","3","[2016-10-12 17:40:00,2016-10-12 18:00:00)","196.05","196.05"
"C","3","[2016-10-12 18:00:00,2016-10-12 18:20:00)","146.06","146.06"
"C","3","[2016-10-12 18:40:00,2016-10-12 19:00:00)","216.72","216.72"
"C","3","[2016-10-12 19:20:00,2016-10-12 19:40:00)","203.03","203.03"
"C","3","[2016-10-12 20:20:00,2016-10-12 20:40:00)","160.69","160.695"
"C","3","[2016-10-13 01:40:00,2016-10-13 02:00:00)","97.82","97.82"
"C","3","[2016-10-13 05:00:00,2016-10-13 05:20:00)","184.94","184.94"
"C","3","[2016-10-13 07:00:00,2016-10-13 07:20:00)","204.39","204.39"
"C","3","[2016-10-13 07:20:00,2016-10-13 07:40:00)","119.28","119.28"
"C","3","[2016-10-13 07:40:00,2016-10-13 08:00:00)","212.35","212.35"
"C","3","[2016-10-13 08:00:00,2016-10-13 08:20:00)","194.72","194.72"
"C","3","[2016-10-13 08:20:00,2016-10-13 08:40:00)","108.52","108.52"
"C","3","[2016-10-13 09:40:00,2016-10-13 10:00:00)","187.55","187.55"
"C","3","[2016-10-13 10:00:00,2016-10-13 10:20:00)","131.38","134.525"
"C","3","[2016-10-13 10:20:00,2016-10-13 10:40:00)","142.99","142.985"
"C","3","[2016-10-13 10:40:00,2016-10-13 11:00:00)","117.29","117.28999999999999"
"C","3","[2016-10-13 11:00:00,2016-10-13 11:20:00)","108.81","108.805"
"C","3","[2016-10-13 11:40:00,2016-10-13 12:00:00)","137.87","137.865"
"C","3","[2016-10-13 12:20:00,2016-10-13 12:40:00)","143.69","143.695"
"C","3","[2016-10-13 12:40:00,2016-10-13 13:00:00)","166.65","161.54500000000002"
"C","3","[2016-10-13 13:20:00,2016-10-13 13:40:00)","151.45","150.22500000000002"
"C","3","[2016-10-13 13:40:00,2016-10-13 14:00:00)","171.77","171.76500000000001"
"C","3","[2016-10-13 14:00:00,2016-10-13 14:20:00)","160.54","160.54"
"C","3","[2016-10-13 14:20:00,2016-10-13 14:40:00)","149.91","143.925"
"C","3","[2016-10-13 14:40:00,2016-10-13 15:00:00)","147.53","147.53"
"C","3","[2016-10-13 15:00:00,2016-10-13 15:20:00)","139.36","139.35500000000002"
"C","3","[2016-10-13 15:20:00,2016-10-13 15:40:00)","127.71","127.71000000000001"
"C","3","[2016-10-13 15:40:00,2016-10-13 16:00:00)","189.91","189.905"
"C","3","[2016-10-13 16:00:00,2016-10-13 16:20:00)","152.16","161.82999999999998"
"C","3","[2016-10-13 16:20:00,2016-10-13 16:40:00)","196.4","185.15"
"C","3","[2016-10-13 17:00:00,2016-10-13 17:20:00)","234.99","234.99"
"C","3","[2016-10-13 17:20:00,2016-10-13 17:40:00)","156.2","157.42000000000002"
"C","3","[2016-10-13 18:40:00,2016-10-13 19:00:00)","178.66","178.66"
"C","3","[2016-10-13 19:00:00,2016-10-13 19:20:00)","182.68","182.68"
"C","3","[2016-10-13 19:20:00,2016-10-13 19:40:00)","166.1","166.1"
"C","3","[2016-10-13 19:40:00,2016-10-13 20:00:00)","137.85","137.85"
"C","3","[2016-10-13 20:00:00,2016-10-13 20:20:00)","126.01","126.00999999999999"
"C","3","[2016-10-13 20:20:00,2016-10-13 20:40:00)","223.54","223.54"
"C","3","[2016-10-13 21:00:00,2016-10-13 21:20:00)","120.17","120.17"
"C","3","[2016-10-13 21:20:00,2016-10-13 21:40:00)","148.65","148.64999999999998"
"C","3","[2016-10-13 22:00:00,2016-10-13 22:20:00)","169.41","169.41"
"C","3","[2016-10-13 23:20:00,2016-10-13 23:40:00)","130.38","130.38"
"C","3","[2016-10-14 00:40:00,2016-10-14 01:00:00)","221.9","221.9"
"C","3","[2016-10-14 02:00:00,2016-10-14 02:20:00)","150.81","150.81"
"C","3","[2016-10-14 06:20:00,2016-10-14 06:40:00)","193.06","193.065"
"C","3","[2016-10-14 07:20:00,2016-10-14 07:40:00)","188.63","189.21"
"C","3","[2016-10-14 09:40:00,2016-10-14 10:00:00)","136.44","136.44"
"C","3","[2016-10-14 10:20:00,2016-10-14 10:40:00)","204.06","219.48"
"C","3","[2016-10-14 10:40:00,2016-10-14 11:00:00)","156.05","156.05"
"C","3","[2016-10-14 11:20:00,2016-10-14 11:40:00)","124.21","124.21000000000001"
"C","3","[2016-10-14 11:40:00,2016-10-14 12:00:00)","165.79","164.57"
"C","3","[2016-10-14 12:00:00,2016-10-14 12:20:00)","160.79","172.9"
"C","3","[2016-10-14 12:40:00,2016-10-14 13:00:00)","126.18","126.17500000000001"
"C","3","[2016-10-14 13:00:00,2016-10-14 13:20:00)","145.53","145.53"
"C","3","[2016-10-14 13:20:00,2016-10-14 13:40:00)","139.48","119.46000000000001"
"C","3","[2016-10-14 13:40:00,2016-10-14 14:00:00)","170.01","146.77"
"C","3","[2016-10-14 14:00:00,2016-10-14 14:20:00)","138.34","138.345"
"C","3","[2016-10-14 15:40:00,2016-10-14 16:00:00)","118.9","118.9"
"C","3","[2016-10-14 16:00:00,2016-10-14 16:20:00)","141.13","141.88"
"C","3","[2016-10-14 16:20:00,2016-10-14 16:40:00)","170.06","152.18"
"C","3","[2016-10-14 16:40:00,2016-10-14 17:00:00)","191.28","191.275"
"C","3","[2016-10-14 17:00:00,2016-10-14 17:20:00)","163.77","166.52"
"C","3","[2016-10-14 17:20:00,2016-10-14 17:40:00)","137.73","142.99"
"C","3","[2016-10-14 17:40:00,2016-10-14 18:00:00)","378.53","373.19"
"C","3","[2016-10-14 18:00:00,2016-10-14 18:20:00)","192.38","192.38"
"C","3","[2016-10-14 18:20:00,2016-10-14 18:40:00)","138.11","138.11"
"C","3","[2016-10-14 18:40:00,2016-10-14 19:00:00)","128.24","128.24"
"C","3","[2016-10-14 19:00:00,2016-10-14 19:20:00)","171.26","154.67000000000002"
"C","3","[2016-10-14 19:20:00,2016-10-14 19:40:00)","203.02","203.02"
"C","3","[2016-10-14 19:40:00,2016-10-14 20:00:00)","211.05","211.05"
"C","3","[2016-10-14 20:40:00,2016-10-14 21:00:00)","191.21","191.20999999999998"
"C","3","[2016-10-14 21:00:00,2016-10-14 21:20:00)","217.24","217.235"
"C","3","[2016-10-14 22:00:00,2016-10-14 22:20:00)","159.16","159.16"
"C","3","[2016-10-14 23:40:00,2016-10-15 00:00:00)","109.77","109.77000000000001"
"C","3","[2016-10-15 00:00:00,2016-10-15 00:20:00)","116.4","116.4"
"C","3","[2016-10-15 02:20:00,2016-10-15 02:40:00)","103.42","103.42"
"C","3","[2016-10-15 03:20:00,2016-10-15 03:40:00)","180.19","180.195"
"C","3","[2016-10-15 07:20:00,2016-10-15 07:40:00)","187.75","187.75"
"C","3","[2016-10-15 08:40:00,2016-10-15 09:00:00)","155.38","155.385"
"C","3","[2016-10-15 09:00:00,2016-10-15 09:20:00)","161.15","161.15"
"C","3","[2016-10-15 09:20:00,2016-10-15 09:40:00)","205.19","220.15"
"C","3","[2016-10-15 09:40:00,2016-10-15 10:00:00)","113.69","113.69"
"C","3","[2016-10-15 10:00:00,2016-10-15 10:20:00)","195.73","182.76"
"C","3","[2016-10-15 10:20:00,2016-10-15 10:40:00)","173.27","165.57"
"C","3","[2016-10-15 10:40:00,2016-10-15 11:00:00)","235.56","235.555"
"C","3","[2016-10-15 11:20:00,2016-10-15 11:40:00)","243.18","243.18"
"C","3","[2016-10-15 11:40:00,2016-10-15 12:00:00)","178.96","178.96"
"C","3","[2016-10-15 12:20:00,2016-10-15 12:40:00)","193.05","193.05"
"C","3","[2016-10-15 12:40:00,2016-10-15 13:00:00)","218.82","218.82"
"C","3","[2016-10-15 13:00:00,2016-10-15 13:20:00)","162.38","162.38"
"C","3","[2016-10-15 13:20:00,2016-10-15 13:40:00)","211.62","211.62"
"C","3","[2016-10-15 13:40:00,2016-10-15 14:00:00)","210.76","210.76"
"C","3","[2016-10-15 14:20:00,2016-10-15 14:40:00)","210.38","245.065"
"C","3","[2016-10-15 14:40:00,2016-10-15 15:00:00)","161.78","189.34"
"C","3","[2016-10-15 15:00:00,2016-10-15 15:20:00)","176.24","172.22500000000002"
"C","3","[2016-10-15 15:20:00,2016-10-15 15:40:00)","200.01","200.01"
"C","3","[2016-10-15 15:40:00,2016-10-15 16:00:00)","195.49","195.49"
"C","3","[2016-10-15 16:00:00,2016-10-15 16:20:00)","173.84","162.91"
"C","3","[2016-10-15 16:20:00,2016-10-15 16:40:00)","220.37","224.585"
"C","3","[2016-10-15 16:40:00,2016-10-15 17:00:00)","194.59","194.595"
"C","3","[2016-10-15 17:00:00,2016-10-15 17:20:00)","82.42","82.42"
