"tollgate_id","time_window","direction","volume","etc","model_1","model_2","model_3","model_4","model_5","model_6","model_7","type_0","type_1"
"3","[2016-09-23 03:20:00,2016-09-23 03:40:00)","0","11","1","10","0","0","0","0","0","1","0","0"
"3","[2016-09-23 03:40:00,2016-09-23 04:00:00)","0","12","1","10","2","0","0","0","0","0","0","0"
"3","[2016-09-23 04:00:00,2016-09-23 04:20:00)","0","12","2","11","0","1","0","0","0","0","0","0"
"3","[2016-09-23 04:20:00,2016-09-23 04:40:00)","0","11","3","11","0","0","0","0","0","0","0","0"
"3","[2016-09-23 04:40:00,2016-09-23 05:00:00)","0","10","2","9","1","0","0","0","0","0","0","0"
"3","[2016-09-23 05:00:00,2016-09-23 05:20:00)","0","9","0","5","4","0","0","0","0","0","0","0"
"3","[2016-09-23 05:20:00,2016-09-23 05:40:00)","0","16","2","10","6","0","0","0","0","0","0","0"
"3","[2016-09-23 05:40:00,2016-09-23 06:00:00)","0","25","4","16","9","0","0","0","0","0","0","0"
"3","[2016-09-23 06:00:00,2016-09-23 06:20:00)","0","23","2","12","11","0","0","0","0","0","0","0"
"3","[2016-09-23 06:20:00,2016-09-23 06:40:00)","0","60","16","42","17","0","1","0","0","0","0","0"
"3","[2016-09-23 06:40:00,2016-09-23 07:00:00)","0","69","23","52","14","1","2","0","0","0","0","0"
"3","[2016-09-23 07:00:00,2016-09-23 07:20:00)","0","118","31","92","20","2","4","0","0","0","0","0"
"3","[2016-09-23 07:20:00,2016-09-23 07:40:00)","0","132","52","110","16","1","1","0","0","0","0","0"
"3","[2016-09-23 07:40:00,2016-09-23 08:00:00)","0","152","52","127","19","0","6","0","0","0","0","0"
"3","[2016-09-23 08:00:00,2016-09-23 08:20:00)","0","149","41","125","22","0","2","0","0","0","0","0"
"3","[2016-09-23 08:20:00,2016-09-23 08:40:00)","0","132","47","111","20","0","1","0","0","0","0","0"
"3","[2016-09-23 08:40:00,2016-09-23 09:00:00)","0","161","43","133","26","1","1","0","0","0","0","0"
"3","[2016-09-23 09:00:00,2016-09-23 09:20:00)","0","176","39","150","25","0","1","0","0","0","0","0"
"3","[2016-09-23 09:20:00,2016-09-23 09:40:00)","0","157","39","124","29","2","1","0","0","0","0","0"
"3","[2016-09-23 09:40:00,2016-09-23 10:00:00)","0","137","27","117","20","0","0","0","0","0","0","0"
"3","[2016-09-23 10:00:00,2016-09-23 10:20:00)","0","109","22","83","24","1","1","0","0","0","0","0"
"3","[2016-09-23 10:20:00,2016-09-23 10:40:00)","0","106","32","81","21","3","1","0","0","0","0","0"
"3","[2016-09-23 10:40:00,2016-09-23 11:00:00)","0","108","24","80","26","1","1","0","0","0","0","0"
"3","[2016-09-23 11:00:00,2016-09-23 11:20:00)","0","87","15","63","23","0","1","0","0","0","0","0"
"3","[2016-09-23 11:20:00,2016-09-23 11:40:00)","0","93","26","66","23","2","1","0","0","1","0","0"
"3","[2016-09-23 11:40:00,2016-09-23 12:00:00)","0","83","20","56","26","0","1","0","0","0","0","0"
"3","[2016-09-23 12:00:00,2016-09-23 12:20:00)","0","86","17","64","21","0","1","0","0","0","0","0"
"3","[2016-09-23 12:20:00,2016-09-23 12:40:00)","0","124","24","95","25","2","1","0","0","0","0","0"
"3","[2016-09-23 12:40:00,2016-09-23 13:00:00)","0","110","24","90","20","0","0","0","0","0","0","0"
"3","[2016-09-23 13:00:00,2016-09-23 13:20:00)","0","117","29","92","23","0","2","0","0","0","0","0"
"3","[2016-09-23 13:20:00,2016-09-23 13:40:00)","0","108","21","81","22","1","4","0","0","0","0","0"
"3","[2016-09-23 13:40:00,2016-09-23 14:00:00)","0","134","30","109","23","1","1","0","0","0","0","0"
"3","[2016-09-23 14:00:00,2016-09-23 14:20:00)","0","161","43","142","17","0","2","0","0","0","0","0"
"3","[2016-09-23 14:20:00,2016-09-23 14:40:00)","0","132","40","101","26","1","4","0","0","0","0","0"
"3","[2016-09-23 14:40:00,2016-09-23 15:00:00)","0","150","39","126","20","1","3","0","0","0","0","0"
"3","[2016-09-23 15:00:00,2016-09-23 15:20:00)","0","164","44","132","29","0","3","0","0","0","0","0"
"3","[2016-09-23 15:20:00,2016-09-23 15:40:00)","0","150","36","123","26","0","1","0","0","0","0","0"
"3","[2016-09-23 15:40:00,2016-09-23 16:00:00)","0","182","56","150","29","1","2","0","0","0","0","0"
"3","[2016-09-23 16:00:00,2016-09-23 16:20:00)","0","155","45","129","25","0","1","0","0","0","0","0"
"3","[2016-09-23 16:20:00,2016-09-23 16:40:00)","0","137","29","115","21","0","1","0","0","0","0","0"
"3","[2016-09-23 16:40:00,2016-09-23 17:00:00)","0","146","32","116","28","1","1","0","0","0","0","0"
"3","[2016-09-23 17:00:00,2016-09-23 17:20:00)","0","130","37","115","15","0","0","0","0","0","0","0"
"3","[2016-09-23 17:20:00,2016-09-23 17:40:00)","0","108","24","87","19","1","1","0","0","0","0","0"
"3","[2016-09-23 17:40:00,2016-09-23 18:00:00)","0","137","33","114","20","1","2","0","0","0","0","0"
"3","[2016-09-23 18:00:00,2016-09-23 18:20:00)","0","98","25","71","26","0","1","0","0","0","0","0"
"3","[2016-09-23 18:20:00,2016-09-23 18:40:00)","0","129","37","100","22","2","5","0","0","0","0","0"
"3","[2016-09-23 18:40:00,2016-09-23 19:00:00)","0","80","14","60","20","0","0","0","0","0","0","0"
"3","[2016-09-23 19:00:00,2016-09-23 19:20:00)","0","63","11","52","11","0","0","0","0","0","0","0"
"3","[2016-09-23 19:20:00,2016-09-23 19:40:00)","0","70","12","51","19","0","0","0","0","0","0","0"
"3","[2016-09-23 19:40:00,2016-09-23 20:00:00)","0","50","12","36","14","0","0","0","0","0","0","0"
"3","[2016-09-23 20:00:00,2016-09-23 20:20:00)","0","54","12","42","12","0","0","0","0","0","0","0"
"3","[2016-09-23 20:20:00,2016-09-23 20:40:00)","0","42","8","35","7","0","0","0","0","0","0","0"
"3","[2016-09-23 20:40:00,2016-09-23 21:00:00)","0","49","10","39","10","0","0","0","0","0","0","0"
"3","[2016-09-23 21:00:00,2016-09-23 21:20:00)","0","45","11","35","10","0","0","0","0","0","0","0"
"3","[2016-09-23 21:20:00,2016-09-23 21:40:00)","0","45","10","34","11","0","0","0","0","0","0","0"
"3","[2016-09-23 21:40:00,2016-09-23 22:00:00)","0","45","6","37","8","0","0","0","0","0","0","0"
"3","[2016-09-23 22:00:00,2016-09-23 22:20:00)","0","30","7","24","6","0","0","0","0","0","0","0"
"3","[2016-09-23 22:20:00,2016-09-23 22:40:00)","0","28","6","19","9","0","0","0","0","0","0","0"
"3","[2016-09-23 22:40:00,2016-09-23 23:00:00)","0","19","3","12","7","0","0","0","0","0","0","0"
"3","[2016-09-23 23:00:00,2016-09-23 23:20:00)","0","15","4","13","1","0","0","0","0","0","0","0"
"3","[2016-09-23 23:20:00,2016-09-23 23:40:00)","0","16","2","10","6","0","0","0","0","0","0","0"
"3","[2016-09-23 23:40:00,2016-09-24 00:00:00)","0","13","0","9","4","0","0","0","0","0","0","0"
"3","[2016-09-24 00:00:00,2016-09-24 00:20:00)","0","14","3","9","3","1","0","1","0","0","0","0"
"3","[2016-09-24 00:20:00,2016-09-24 00:40:00)","0","14","2","13","0","0","0","1","0","0","0","0"
"3","[2016-09-24 00:40:00,2016-09-24 01:00:00)","0","24","2","19","2","0","0","3","0","0","0","0"
"3","[2016-09-24 01:00:00,2016-09-24 01:20:00)","0","19","0","18","0","0","0","1","0","0","0","0"
"3","[2016-09-24 01:20:00,2016-09-24 01:40:00)","0","20","2","16","1","1","0","2","0","0","0","0"
"3","[2016-09-24 01:40:00,2016-09-24 02:00:00)","0","12","2","11","0","0","0","1","0","0","0","0"
"3","[2016-09-24 02:00:00,2016-09-24 02:20:00)","0","16","0","14","0","0","0","2","0","0","0","0"
"3","[2016-09-24 02:20:00,2016-09-24 02:40:00)","0","16","1","11","1","0","0","4","0","0","0","0"
"3","[2016-09-24 02:40:00,2016-09-24 03:00:00)","0","14","2","14","0","0","0","0","0","0","0","0"
"3","[2016-09-24 03:00:00,2016-09-24 03:20:00)","0","11","0","9","1","0","0","1","0","0","0","0"
"3","[2016-09-24 03:20:00,2016-09-24 03:40:00)","0","11","0","10","0","0","0","1","0","0","0","0"
"3","[2016-09-24 03:40:00,2016-09-24 04:00:00)","0","16","1","11","2","2","0","1","0","0","0","0"
"3","[2016-09-24 04:00:00,2016-09-24 04:20:00)","0","12","0","10","0","1","0","1","0","0","0","0"
"3","[2016-09-24 04:20:00,2016-09-24 04:40:00)","0","14","1","10","1","2","0","1","0","0","0","0"
"3","[2016-09-24 04:40:00,2016-09-24 05:00:00)","0","13","3","9","3","1","0","0","0","0","0","0"
"3","[2016-09-24 05:00:00,2016-09-24 05:20:00)","0","8","1","2","6","0","0","0","0","0","0","0"
"3","[2016-09-24 05:20:00,2016-09-24 05:40:00)","0","12","2","7","5","0","0","0","0","0","0","0"
"3","[2016-09-24 05:40:00,2016-09-24 06:00:00)","0","34","9","18","13","1","2","0","0","0","0","0"
"3","[2016-09-24 06:00:00,2016-09-24 06:20:00)","0","35","8","24","10","1","0","0","0","0","0","0"
"3","[2016-09-24 06:20:00,2016-09-24 06:40:00)","0","52","9","37","14","0","1","0","0","0","0","0"
"3","[2016-09-24 06:40:00,2016-09-24 07:00:00)","0","75","14","58","12","2","3","0","0","0","0","0"
"3","[2016-09-24 07:00:00,2016-09-24 07:20:00)","0","83","28","65","16","0","2","0","0","0","0","0"
"3","[2016-09-24 07:20:00,2016-09-24 07:40:00)","0","88","20","75","12","0","1","0","0","0","0","0"
"3","[2016-09-24 07:40:00,2016-09-24 08:00:00)","0","104","39","93","9","1","1","0","0","0","0","0"
"3","[2016-09-24 08:00:00,2016-09-24 08:20:00)","0","114","25","90","22","0","1","0","0","0","0","0"
"3","[2016-09-24 08:20:00,2016-09-24 08:40:00)","0","121","31","97","21","1","2","0","0","0","0","0"
"3","[2016-09-24 08:40:00,2016-09-24 09:00:00)","0","127","30","102","21","1","3","0","0","0","0","0"
"3","[2016-09-24 09:00:00,2016-09-24 09:20:00)","0","117","22","97","19","0","1","0","0","0","0","0"
"3","[2016-09-24 09:20:00,2016-09-24 09:40:00)","0","113","25","102","10","0","1","0","0","0","0","0"
"3","[2016-09-24 09:40:00,2016-09-24 10:00:00)","0","134","37","111","19","1","3","0","0","0","0","0"
"3","[2016-09-24 10:00:00,2016-09-24 10:20:00)","0","121","24","99","20","1","1","0","0","0","0","0"
"3","[2016-09-24 10:20:00,2016-09-24 10:40:00)","0","119","20","97","20","0","1","0","0","0","0","0"
"3","[2016-09-24 10:40:00,2016-09-24 11:00:00)","0","122","29","99","22","0","0","0","0","0","0","0"
"3","[2016-09-24 11:00:00,2016-09-24 11:20:00)","0","115","24","93","21","0","1","0","0","0","0","0"
"3","[2016-09-24 11:20:00,2016-09-24 11:40:00)","0","87","16","62","23","1","1","0","0","0","0","0"
"3","[2016-09-24 11:40:00,2016-09-24 12:00:00)","0","104","12","83","18","0","3","0","0","0","0","0"
"3","[2016-09-24 12:00:00,2016-09-24 12:20:00)","0","107","21","80","26","0","1","0","0","0","0","0"
"3","[2016-09-24 12:20:00,2016-09-24 12:40:00)","0","104","24","84","20","0","0","0","0","0","0","0"
"3","[2016-09-24 12:40:00,2016-09-24 13:00:00)","0","114","28","88","24","0","2","0","0","0","0","0"
"3","[2016-09-24 13:00:00,2016-09-24 13:20:00)","0","122","29","94","26","0","2","0","0","0","0","0"
"3","[2016-09-24 13:20:00,2016-09-24 13:40:00)","0","122","17","99","20","0","3","0","0","0","0","0"
"3","[2016-09-24 13:40:00,2016-09-24 14:00:00)","0","120","33","101","17","1","1","0","0","0","0","0"
"3","[2016-09-24 14:00:00,2016-09-24 14:20:00)","0","122","23","100","20","0","2","0","0","0","0","0"
"3","[2016-09-24 14:20:00,2016-09-24 14:40:00)","0","116","32","96","15","2","3","0","0","0","0","0"
"3","[2016-09-24 14:40:00,2016-09-24 15:00:00)","0","112","27","99","13","0","0","0","0","0","0","0"
"3","[2016-09-24 15:00:00,2016-09-24 15:20:00)","0","153","35","123","27","0","3","0","0","0","0","0"
"3","[2016-09-24 15:20:00,2016-09-24 15:40:00)","0","157","35","133","21","0","3","0","0","0","0","0"
"3","[2016-09-24 15:40:00,2016-09-24 16:00:00)","0","110","20","87","23","0","0","0","0","0","0","0"
"3","[2016-09-24 16:00:00,2016-09-24 16:20:00)","0","140","28","117","21","0","2","0","0","0","0","0"
"3","[2016-09-24 16:20:00,2016-09-24 16:40:00)","0","135","27","115","19","0","1","0","0","0","0","0"
"3","[2016-09-24 16:40:00,2016-09-24 17:00:00)","0","152","41","130","20","0","2","0","0","0","0","0"
"3","[2016-09-24 17:00:00,2016-09-24 17:20:00)","0","167","41","128","34","0","5","0","0","0","0","0"
"3","[2016-09-24 17:20:00,2016-09-24 17:40:00)","0","124","28","104","20","0","0","0","0","0","0","0"
"3","[2016-09-24 17:40:00,2016-09-24 18:00:00)","0","102","21","81","20","0","1","0","0","0","0","0"
"3","[2016-09-24 18:00:00,2016-09-24 18:20:00)","0","108","24","84","20","1","3","0","0","0","0","0"
"3","[2016-09-24 18:20:00,2016-09-24 18:40:00)","0","108","24","85","19","2","2","0","0","0","0","0"
"3","[2016-09-24 18:40:00,2016-09-24 19:00:00)","0","92","21","57","31","0","4","0","0","0","0","0"
"3","[2016-09-24 19:00:00,2016-09-24 19:20:00)","0","68","17","55","13","0","0","0","0","0","0","0"
"3","[2016-09-24 19:20:00,2016-09-24 19:40:00)","0","78","19","56","20","2","0","0","0","0","0","0"
"3","[2016-09-24 19:40:00,2016-09-24 20:00:00)","0","59","10","42","15","0","2","0","0","0","0","0"
"3","[2016-09-24 20:00:00,2016-09-24 20:20:00)","0","70","17","56","12","0","2","0","0","0","0","0"
"3","[2016-09-24 20:20:00,2016-09-24 20:40:00)","0","43","12","35","8","0","0","0","0","0","0","0"
"3","[2016-09-24 20:40:00,2016-09-24 21:00:00)","0","64","18","46","18","0","0","0","0","0","0","0"
"3","[2016-09-24 21:00:00,2016-09-24 21:20:00)","0","56","13","44","12","0","0","0","0","0","0","0"
"3","[2016-09-24 21:20:00,2016-09-24 21:40:00)","0","54","7","40","14","0","0","0","0","0","0","0"
"3","[2016-09-24 21:40:00,2016-09-24 22:00:00)","0","43","14","35","8","0","0","0","0","0","0","0"
"3","[2016-09-24 22:00:00,2016-09-24 22:20:00)","0","38","7","32","5","0","1","0","0","0","0","0"
"3","[2016-09-24 22:20:00,2016-09-24 22:40:00)","0","34","7","26","8","0","0","0","0","0","0","0"
"3","[2016-09-24 22:40:00,2016-09-24 23:00:00)","0","22","6","17","4","0","1","0","0","0","0","0"
"3","[2016-09-24 23:00:00,2016-09-24 23:20:00)","0","38","3","27","11","0","0","0","0","0","0","0"
"3","[2016-09-24 23:20:00,2016-09-24 23:40:00)","0","19","2","14","5","0","0","0","0","0","0","0"
"3","[2016-09-24 23:40:00,2016-09-25 00:00:00)","0","18","3","6","11","0","0","1","0","0","0","0"
"3","[2016-09-25 00:00:00,2016-09-25 00:20:00)","0","15","3","12","2","0","1","0","0","0","0","0"
"3","[2016-09-25 00:20:00,2016-09-25 00:40:00)","0","18","6","18","0","0","0","0","0","0","0","0"
"3","[2016-09-25 00:40:00,2016-09-25 01:00:00)","0","20","3","19","0","0","0","0","0","1","0","0"
"3","[2016-09-25 01:00:00,2016-09-25 01:20:00)","0","18","2","16","2","0","0","0","0","0","0","0"
"3","[2016-09-25 01:20:00,2016-09-25 01:40:00)","0","19","2","19","0","0","0","0","0","0","0","0"
"3","[2016-09-25 01:40:00,2016-09-25 02:00:00)","0","11","0","10","1","0","0","0","0","0","0","0"
"3","[2016-09-25 02:00:00,2016-09-25 02:20:00)","0","13","2","11","1","0","0","1","0","0","0","0"
"3","[2016-09-25 02:20:00,2016-09-25 02:40:00)","0","19","5","18","1","0","0","0","0","0","0","0"
"3","[2016-09-25 02:40:00,2016-09-25 03:00:00)","0","17","2","16","0","0","0","1","0","0","0","0"
"3","[2016-09-25 03:00:00,2016-09-25 03:20:00)","0","18","0","16","0","0","0","2","0","0","0","0"
"3","[2016-09-25 03:20:00,2016-09-25 03:40:00)","0","16","0","10","2","1","0","3","0","0","0","0"
"3","[2016-09-25 03:40:00,2016-09-25 04:00:00)","0","8","0","8","0","0","0","0","0","0","0","0"
"3","[2016-09-25 04:00:00,2016-09-25 04:20:00)","0","15","1","12","1","0","0","2","0","0","0","0"
"3","[2016-09-25 04:20:00,2016-09-25 04:40:00)","0","6","1","5","0","1","0","0","0","0","0","0"
"3","[2016-09-25 04:40:00,2016-09-25 05:00:00)","0","11","3","9","1","1","0","0","0","0","0","0"
"3","[2016-09-25 05:00:00,2016-09-25 05:20:00)","0","11","2","8","2","0","1","0","0","0","0","0"
"3","[2016-09-25 05:20:00,2016-09-25 05:40:00)","0","20","3","12","8","0","0","0","0","0","0","0"
"3","[2016-09-25 05:40:00,2016-09-25 06:00:00)","0","21","1","11","10","0","0","0","0","0","0","0"
"3","[2016-09-25 06:00:00,2016-09-25 06:20:00)","0","36","5","24","9","2","1","0","0","0","0","0"
"3","[2016-09-25 06:20:00,2016-09-25 06:40:00)","0","43","7","26","14","1","1","0","0","0","0","0"
"3","[2016-09-25 06:40:00,2016-09-25 07:00:00)","0","69","15","51","13","1","4","0","0","0","0","0"
"3","[2016-09-25 07:00:00,2016-09-25 07:20:00)","0","71","23","55","13","1","2","0","0","0","0","0"
"3","[2016-09-25 07:20:00,2016-09-25 07:40:00)","0","81","19","67","12","0","2","0","0","0","0","0"
"3","[2016-09-25 07:40:00,2016-09-25 08:00:00)","0","88","27","77","10","0","1","0","0","0","0","0"
"3","[2016-09-25 08:00:00,2016-09-25 08:20:00)","0","115","31","95","18","1","1","0","0","0","0","0"
"3","[2016-09-25 08:20:00,2016-09-25 08:40:00)","0","88","20","68","19","1","0","0","0","0","0","0"
"3","[2016-09-25 08:40:00,2016-09-25 09:00:00)","0","110","28","94","15","0","1","0","0","0","0","0"
"3","[2016-09-25 09:00:00,2016-09-25 09:20:00)","0","92","25","74","15","2","1","0","0","0","0","0"
"3","[2016-09-25 09:20:00,2016-09-25 09:40:00)","0","125","23","103","18","1","3","0","0","0","0","0"
"3","[2016-09-25 09:40:00,2016-09-25 10:00:00)","0","110","26","100","9","0","1","0","0","0","0","0"
"3","[2016-09-25 10:00:00,2016-09-25 10:20:00)","0","106","36","88","16","0","2","0","0","0","0","0"
"3","[2016-09-25 10:20:00,2016-09-25 10:40:00)","0","116","26","95","19","1","1","0","0","0","0","0"
"3","[2016-09-25 10:40:00,2016-09-25 11:00:00)","0","104","21","83","17","1","3","0","0","0","0","0"
"3","[2016-09-25 11:00:00,2016-09-25 11:20:00)","0","108","22","91","15","0","2","0","0","0","0","0"
"3","[2016-09-25 11:20:00,2016-09-25 11:40:00)","0","91","20","72","18","0","1","0","0","0","0","0"
"3","[2016-09-25 11:40:00,2016-09-25 12:00:00)","0","82","21","66","13","0","3","0","0","0","0","0"
"3","[2016-09-25 12:00:00,2016-09-25 12:20:00)","0","95","21","79","16","0","0","0","0","0","0","0"
"3","[2016-09-25 12:20:00,2016-09-25 12:40:00)","0","110","28","79","23","1","5","0","0","0","0","0"
"3","[2016-09-25 12:40:00,2016-09-25 13:00:00)","0","105","19","86","14","1","4","0","0","0","0","0"
"3","[2016-09-25 13:00:00,2016-09-25 13:20:00)","0","101","35","74","19","1","7","0","0","0","0","0"
"3","[2016-09-25 13:20:00,2016-09-25 13:40:00)","0","130","38","106","16","1","7","0","0","0","0","0"
"3","[2016-09-25 13:40:00,2016-09-25 14:00:00)","0","137","39","107","23","0","7","0","0","0","0","0"
"3","[2016-09-25 14:00:00,2016-09-25 14:20:00)","0","130","28","106","21","1","2","0","0","0","0","0"
"3","[2016-09-25 14:20:00,2016-09-25 14:40:00)","0","151","47","120","20","5","6","0","0","0","0","0"
"3","[2016-09-25 14:40:00,2016-09-25 15:00:00)","0","158","44","122","28","0","8","0","0","0","0","0"
"3","[2016-09-25 15:00:00,2016-09-25 15:20:00)","0","122","29","101","15","1","5","0","0","0","0","0"
"3","[2016-09-25 15:20:00,2016-09-25 15:40:00)","0","135","29","113","18","1","3","0","0","0","0","0"
"3","[2016-09-25 15:40:00,2016-09-25 16:00:00)","0","130","29","115","14","1","0","0","0","0","0","0"
"3","[2016-09-25 16:00:00,2016-09-25 16:20:00)","0","145","28","124","20","0","1","0","0","0","0","0"
"3","[2016-09-25 16:20:00,2016-09-25 16:40:00)","0","134","35","112","19","3","0","0","0","0","0","0"
"3","[2016-09-25 16:40:00,2016-09-25 17:00:00)","0","140","37","117","20","0","3","0","0","0","0","0"
"3","[2016-09-25 17:00:00,2016-09-25 17:20:00)","0","119","33","91","26","0","2","0","0","0","0","0"
"3","[2016-09-25 17:20:00,2016-09-25 17:40:00)","0","110","26","88","17","2","3","0","0","0","0","0"
"3","[2016-09-25 17:40:00,2016-09-25 18:00:00)","0","105","23","89","11","0","5","0","0","0","0","0"
"3","[2016-09-25 18:00:00,2016-09-25 18:20:00)","0","94","16","77","15","0","2","0","0","0","0","0"
"3","[2016-09-25 18:20:00,2016-09-25 18:40:00)","0","85","19","73","11","0","1","0","0","0","0","0"
"3","[2016-09-25 18:40:00,2016-09-25 19:00:00)","0","78","16","64","14","0","0","0","0","0","0","0"
"3","[2016-09-25 19:00:00,2016-09-25 19:20:00)","0","76","15","65","8","0","3","0","0","0","0","0"
"3","[2016-09-25 19:20:00,2016-09-25 19:40:00)","0","78","18","65","12","1","0","0","0","0","0","0"
"3","[2016-09-25 19:40:00,2016-09-25 20:00:00)","0","53","14","43","10","0","0","0","0","0","0","0"
"3","[2016-09-25 20:00:00,2016-09-25 20:20:00)","0","70","16","58","12","0","0","0","0","0","0","0"
"3","[2016-09-25 20:20:00,2016-09-25 20:40:00)","0","57","12","45","10","1","1","0","0","0","0","0"
"3","[2016-09-25 20:40:00,2016-09-25 21:00:00)","0","65","17","48","17","0","0","0","0","0","0","0"
"3","[2016-09-25 21:00:00,2016-09-25 21:20:00)","0","46","6","33","11","0","2","0","0","0","0","0"
"3","[2016-09-25 21:20:00,2016-09-25 21:40:00)","0","46","10","34","10","1","1","0","0","0","0","0"
"3","[2016-09-25 21:40:00,2016-09-25 22:00:00)","0","33","6","27","6","0","0","0","0","0","0","0"
"3","[2016-09-25 22:00:00,2016-09-25 22:20:00)","0","33","4","27","6","0","0","0","0","0","0","0"
"3","[2016-09-25 22:20:00,2016-09-25 22:40:00)","0","30","7","23","7","0","0","0","0","0","0","0"
"3","[2016-09-25 22:40:00,2016-09-25 23:00:00)","0","15","2","11","4","0","0","0","0","0","0","0"
"3","[2016-09-25 23:00:00,2016-09-25 23:20:00)","0","22","4","17","4","0","1","0","0","0","0","0"
"3","[2016-09-25 23:20:00,2016-09-25 23:40:00)","0","27","0","19","8","0","0","0","0","0","0","0"
"3","[2016-09-25 23:40:00,2016-09-26 00:00:00)","0","18","1","12","6","0","0","0","0","0","0","0"
"3","[2016-09-26 00:00:00,2016-09-26 00:20:00)","0","15","3","12","1","2","0","0","0","0","0","0"
"3","[2016-09-26 00:20:00,2016-09-26 00:40:00)","0","16","3","13","2","1","0","0","0","0","0","0"
"3","[2016-09-26 00:40:00,2016-09-26 01:00:00)","0","16","1","14","0","1","0","1","0","0","0","0"
"3","[2016-09-26 01:00:00,2016-09-26 01:20:00)","0","21","1","21","0","0","0","0","0","0","0","0"
"3","[2016-09-26 01:20:00,2016-09-26 01:40:00)","0","12","1","9","1","1","0","1","0","0","0","0"
"3","[2016-09-26 01:40:00,2016-09-26 02:00:00)","0","11","1","11","0","0","0","0","0","0","0","0"
"3","[2016-09-26 02:00:00,2016-09-26 02:20:00)","0","9","3","9","0","0","0","0","0","0","0","0"
"3","[2016-09-26 02:20:00,2016-09-26 02:40:00)","0","12","2","10","0","2","0","0","0","0","0","0"
"3","[2016-09-26 02:40:00,2016-09-26 03:00:00)","0","22","3","18","3","1","0","0","0","0","0","0"
"3","[2016-09-26 03:00:00,2016-09-26 03:20:00)","0","11","0","9","1","0","0","1","0","0","0","0"
"3","[2016-09-26 03:20:00,2016-09-26 03:40:00)","0","10","0","8","0","2","0","0","0","0","0","0"
"3","[2016-09-26 03:40:00,2016-09-26 04:00:00)","0","17","0","13","0","3","0","1","0","0","0","0"
"3","[2016-09-26 04:00:00,2016-09-26 04:20:00)","0","18","2","14","0","2","0","2","0","0","0","0"
"3","[2016-09-26 04:20:00,2016-09-26 04:40:00)","0","16","3","12","3","0","0","1","0","0","0","0"
"3","[2016-09-26 04:40:00,2016-09-26 05:00:00)","0","17","1","14","2","0","0","1","0","0","0","0"
"3","[2016-09-26 05:00:00,2016-09-26 05:20:00)","0","9","1","3","6","0","0","0","0","0","0","0"
"3","[2016-09-26 05:20:00,2016-09-26 05:40:00)","0","16","3","11","5","0","0","0","0","0","0","0"
"3","[2016-09-26 05:40:00,2016-09-26 06:00:00)","0","26","6","20","6","0","0","0","0","0","0","0"
"3","[2016-09-26 06:00:00,2016-09-26 06:20:00)","0","42","3","28","14","0","0","0","0","0","0","0"
"3","[2016-09-26 06:20:00,2016-09-26 06:40:00)","0","67","16","46","20","0","1","0","0","0","0","0"
"3","[2016-09-26 06:40:00,2016-09-26 07:00:00)","0","92","30","75","14","1","2","0","0","0","0","0"
"3","[2016-09-26 07:00:00,2016-09-26 07:20:00)","0","159","52","135","16","3","5","0","0","0","0","0"
"3","[2016-09-26 07:20:00,2016-09-26 07:40:00)","0","162","58","146","14","2","0","0","0","0","0","0"
"3","[2016-09-26 07:40:00,2016-09-26 08:00:00)","0","151","53","134","14","0","3","0","0","0","0","0"
"3","[2016-09-26 08:00:00,2016-09-26 08:20:00)","0","180","58","162","16","0","2","0","0","0","0","0"
"3","[2016-09-26 08:20:00,2016-09-26 08:40:00)","0","172","49","149","22","1","0","0","0","0","0","0"
"3","[2016-09-26 08:40:00,2016-09-26 09:00:00)","0","170","57","146","21","2","1","0","0","0","0","0"
"3","[2016-09-26 09:00:00,2016-09-26 09:20:00)","0","136","37","116","18","0","2","0","0","0","0","0"
"3","[2016-09-26 09:20:00,2016-09-26 09:40:00)","0","148","31","119","28","0","1","0","0","0","0","0"
"3","[2016-09-26 09:40:00,2016-09-26 10:00:00)","0","117","26","98","18","0","1","0","0","0","0","0"
"3","[2016-09-26 10:00:00,2016-09-26 10:20:00)","0","112","26","84","24","3","1","0","0","0","0","0"
"3","[2016-09-26 10:20:00,2016-09-26 10:40:00)","0","105","26","90","15","0","0","0","0","0","0","0"
"3","[2016-09-26 10:40:00,2016-09-26 11:00:00)","0","100","18","77","22","0","1","0","0","0","0","0"
"3","[2016-09-26 11:00:00,2016-09-26 11:20:00)","0","103","29","76","25","1","1","0","0","0","0","0"
"3","[2016-09-26 11:20:00,2016-09-26 11:40:00)","0","74","20","62","12","0","0","0","0","0","0","0"
"3","[2016-09-26 11:40:00,2016-09-26 12:00:00)","0","112","23","84","24","1","3","0","0","0","0","0"
"3","[2016-09-26 12:00:00,2016-09-26 12:20:00)","0","66","11","48","16","1","1","0","0","0","0","0"
"3","[2016-09-26 12:20:00,2016-09-26 12:40:00)","0","82","14","60","19","2","1","0","0","0","0","0"
"3","[2016-09-26 12:40:00,2016-09-26 13:00:00)","0","95","24","82","11","0","2","0","0","0","0","0"
"3","[2016-09-26 13:00:00,2016-09-26 13:20:00)","0","98","21","69","28","0","1","0","0","0","0","0"
"3","[2016-09-26 13:20:00,2016-09-26 13:40:00)","0","117","30","89","22","1","5","0","0","0","0","0"
"3","[2016-09-26 13:40:00,2016-09-26 14:00:00)","0","111","23","78","32","0","1","0","0","0","0","0"
