"intersection_id","tollgate_id","time_window(%H:%M:%S)","weekday","weather:aveTravelTime"
"B","1","[18:40:00 19:00:00)","6","213.0000 1.1000 31.1000 71.0000 0.0000 110.63;111.0000 1.4000 27.7000 81.0000 0.0000 111.38;359.0000 4.3000 24.4000 60.0000 0.0000 65.78;50.0000 1.8000 24.5000 82.0000 0.0000 101.28;21.0000 0.8000 24.0000 74.0000 0.1000 144.74;355.0000 3.7000 23.1000 84.0000 0.0000 156.86;325.0000 1.4000 21.9000 91.0000 0.0000 126.31;334.0000 0.8000 23.5000 95.0000 0.0000 104.06;340.0000 2.4000 16.4000 73.0000 0.0000 109.71;215.0000 1.7000 19.7000 97.0000 0.0000 103.7"
"B","1","[18:40:00 19:00:00)","1","201.0000 1.4000 31.2000 76.0000 0.0000 68.8;67.0000 1.6000 26.7000 85.0000 0.0000 129.42;320.0000 2.0000 22.0000 87.0000 0.0000 194.77;333.0000 2.4000 20.2000 75.0000 0.0000 171.17;46.0000 1.3000 24.7000 92.0000 0.0000 128.91;347.0000 1.3000 20.8000 80.0000 0.0000 93.62;341.0000 1.5000 19.1000 92.0000 0.0000 142.19"
"B","1","[18:40:00 19:00:00)","5","230.0000 0.9000 30.9000 71.0000 0.0000 132.09;317.0000 1.8000 21.4000 88.0000 0.0000 139.44;319.0000 0.9000 20.9000 96.0000 0.0000 113.81;342.0000 4.1000 20.4000 97.0000 2.0000 304.48;202.0000 1.1000 18.4000 89.0000 0.0000 149.91"
"B","1","[18:40:00 19:00:00)","4","206.0000 1.5000 25.2000 95.0000 0.0000 132.53;100.0000 1.0000 29.0000 85.0000 0.0000 93.92;218.0000 3.3000 22.8000 73.0000 0.0000 127.56;350.0000 1.6000 22.6000 85.0000 0.0000 295.39;115.0000 1.6000 22.9000 97.0000 3.5000 260.9;33.0000 1.1000 21.9000 84.0000 0.0000 94.0;354.0000 1.8000 19.6000 97.0000 0.2000 139.84;4.0000 1.5000 20.9000 80.0000 0.0000 109.87"
"B","1","[18:40:00 19:00:00)","7","85.0000 1.6000 27.8000 74.0000 0.0000 74.59;316.0000 1.0000 28.8000 82.0000 0.0000 74.08;322.0000 1.8000 19.6000 95.0000 0.0000 456.93;350.0000 2.8000 21.8000 76.0000 0.0000 141.79;11.0000 0.9000 22.8000 87.0000 0.0000 135.68;5.0000 1.0000 22.7000 91.0000 0.0000 116.63;4.0000 1.3000 15.4000 67.0000 0.0000 235.62"
"B","1","[18:40:00 19:00:00)","3","349.0000 2.4000 22.1000 98.0000 0.2000 306.87;341.0000 1.7000 20.2000 94.0000 0.0000 141.04;84.0000 2.0000 24.2000 86.0000 0.0000 124.75;327.0000 1.9000 18.9000 83.0000 0.0000 133.57"
"B","1","[18:40:00 19:00:00)","2","56.0000 1.7000 26.2000 95.0000 1.2000 108.48;335.0000 2.0000 20.3000 90.0000 0.0000 171.22;347.0000 2.3000 18.8000 73.0000 0.0000 139.32"
"B","3","[08:00:00 08:20:00)","2","239.0000 1.9000 31.8000 64.0000 0.0000 125.76;254.0000 2.2000 38.4000 43.0000 0.0000 119.13;216.0000 2.8000 37.3000 44.0000 0.0000 219.25;59.0000 2.0000 31.7000 70.0000 0.0000 106.87;71.0000 3.0000 35.8000 47.0000 0.0000 100.02;289.0000 1.7000 32.9000 66.0000 0.0000 130.0;341.0000 3.9000 30.9000 34.0000 0.0000 65.82;9.0000 4.2000 25.0000 70.0000 0.0000 87.88;66.0000 2.4000 25.8000 68.0000 0.0000 136.74;7.0000 4.6000 26.9000 43.0000 0.0000 126.75;96.0000 3.6000 31.1000 63.0000 0.0000 79.88;329.0000 1.3000 24.5000 71.0000 0.0000 80.42;64.0000 3.0000 23.8000 50.0000 0.0000 142.52"
"B","3","[08:00:00 08:20:00)","3","199.0000 4.7000 37.1000 41.0000 0.0000 182.66;189.0000 1.7000 38.6000 42.0000 0.0000 141.44;334.0000 2.7000 33.0000 62.0000 0.0000 178.64;160.0000 2.3000 34.6000 51.0000 0.0000 72.51;219.0000 4.3000 32.4000 31.0000 0.0000 93.52;335.0000 2.1000 23.0000 83.0000 0.0000 22.82;343.0000 3.3000 21.5000 97.0000 0.8000 131.0;328.0000 3.0000 26.2000 56.0000 0.0000 151.0;92.0000 7.5000 26.2000 94.0000 5.5000 96.99;126.0000 1.5000 26.5000 64.0000 0.0000 78.11;100.0000 3.1000 22.1000 59.0000 0.0000 84.05"
"B","3","[08:00:00 08:20:00)","4","205.0000 4.7000 37.2000 44.0000 0.0000 107.11;202.0000 3.3000 38.6000 43.0000 0.0000 123.53;302.0000 2.3000 34.8000 53.0000 0.0000 191.31;27.0000 3.6000 34.2000 58.0000 0.0000 38.5;212.0000 3.1000 36.7000 46.0000 0.0000 112.72;62.0000 4.5000 35.2000 45.0000 0.0000 98.88;138.0000 2.0000 28.7000 56.0000 0.0000 92.34;67.0000 5.2000 24.5000 95.0000 2.8000 74.19;117.0000 2.3000 28.7000 54.0000 0.0000 100.55;355.0000 6.9000 21.0000 95.0000 0.1000 82.11;59.0000 1.5000 23.9000 82.0000 0.8000 115.71;48.0000 2.3000 21.6000 63.0000 0.0000 113.2"
"B","3","[08:00:00 08:20:00)","5","220.0000 3.6000 37.6000 45.0000 0.0000 126.73;27.0000 2.4000 38.3000 43.0000 0.0000 184.46;88.0000 1.6000 33.7000 57.0000 0.0000 147.0;50.0000 2.1000 34.2000 60.0000 0.0000 100.23;156.0000 2.1000 37.9000 43.0000 0.0000 126.06;9.0000 4.3000 34.4000 51.0000 0.0000 104.01;124.0000 2.1000 34.2000 38.0000 0.0000 86.88;86.0000 2.1000 31.2000 50.0000 0.0000 81.14;211.0000 2.0000 27.2000 81.0000 0.0000 141.13;90.0000 2.5000 29.5000 53.0000 0.0000 113.02;164.0000 1.0000 24.7000 80.0000 0.0000 103.32;299.0000 2.5000 20.0000 96.0000 0.0000 40.06;359.0000 1.9000 18.5000 84.0000 0.0000 92.41"
"B","3","[08:00:00 08:20:00)","6","206.0000 1.8000 38.3000 42.0000 0.0000 157.78;50.0000 4.0000 37.0000 47.0000 0.0000 131.38;999017.0000 0.0000 28.1000 88.0000 2.0000 67.88;137.0000 1.4000 35.1000 58.0000 0.0000 92.87;356.0000 2.6000 39.0000 43.0000 0.0000 102.73;104.0000 3.4000 33.8000 26.0000 0.0000 93.99;105.0000 1.9000 28.1000 54.0000 0.0000 125.63;348.0000 5.0000 27.6000 64.0000 0.0000 101.97;54.0000 3.8000 29.6000 55.0000 0.0000 103.21;222.0000 1.4000 27.3000 75.0000 0.0000 98.61;17.0000 3.6000 22.1000 72.0000 0.0000 113.65;334.0000 1.5000 20.3000 96.0000 0.1000 85.19"
"B","3","[08:00:00 08:20:00)","7","285.0000 1.7000 38.8000 40.0000 0.0000 36.31;39.0000 3.4000 35.8000 49.0000 0.0000 176.06;92.0000 3.9000 34.9000 53.0000 0.0000 125.5;52.0000 3.4000 35.2000 51.0000 0.0000 134.52;320.0000 2.0000 34.5000 61.0000 0.0000 99.31;4.0000 5.9000 31.0000 29.0000 0.0000 119.37;174.0000 2.8000 22.2000 73.0000 0.0000 147.89;7.0000 4.4000 27.9000 57.0000 0.0000 120.12;85.0000 2.9000 29.9000 58.0000 0.0000 55.53;208.0000 2.3000 32.8000 52.0000 0.0000 96.66;54.0000 3.5000 21.7000 49.0000 0.0000 102.75;301.0000 1.8000 26.8000 67.0000 0.0000 93.91"
"B","3","[08:00:00 08:20:00)","1","198.0000 2.0000 38.8000 43.0000 0.0000 108.82;65.0000 2.5000 34.4000 56.0000 0.0000 132.32;86.0000 4.1000 34.7000 50.0000 0.0000 109.75;94.0000 1.5000 36.0000 52.0000 0.0000 184.77;97.0000 4.8000 34.2000 60.0000 0.0000 140.57;333.0000 2.0000 30.1000 35.0000 0.0000 91.49;98.0000 3.2000 30.4000 57.0000 0.0000 107.29;325.0000 1.0000 28.0000 56.0000 0.0000 110.54;37.0000 4.1000 30.3000 56.0000 0.0000 121.97;35.0000 2.6000 25.4000 72.0000 0.0000 79.14;81.0000 1.2000 21.3000 79.0000 0.0000 147.11"
"B","3","[08:20:00 08:40:00)","2","239.0000 1.9000 31.8000 64.0000 0.0000 141.33;254.0000 2.2000 38.4000 43.0000 0.0000 138.17;216.0000 2.8000 37.3000 44.0000 0.0000 146.75;59.0000 2.0000 31.7000 70.0000 0.0000 80.36;71.0000 3.0000 35.8000 47.0000 0.0000 136.83;289.0000 1.7000 32.9000 66.0000 0.0000 116.95;341.0000 3.9000 30.9000 34.0000 0.0000 93.61;9.0000 4.2000 25.0000 70.0000 0.0000 66.94;66.0000 2.4000 25.8000 68.0000 0.0000 79.86;7.0000 4.6000 26.9000 43.0000 0.0000 107.9;96.0000 3.6000 31.1000 63.0000 0.0000 74.45;329.0000 1.3000 24.5000 71.0000 0.0000 90.24;64.0000 3.0000 23.8000 50.0000 0.0000 93.0"
"B","3","[08:20:00 08:40:00)","3","199.0000 4.7000 37.1000 41.0000 0.0000 127.68;189.0000 1.7000 38.6000 42.0000 0.0000 104.39;334.0000 2.7000 33.0000 62.0000 0.0000 92.06;100.0000 2.9000 36.0000 51.0000 0.0000 164.62;160.0000 2.3000 34.6000 51.0000 0.0000 118.13;219.0000 4.3000 32.4000 31.0000 0.0000 99.63;335.0000 2.1000 23.0000 83.0000 0.0000 84.81;343.0000 3.3000 21.5000 97.0000 0.8000 143.71;328.0000 3.0000 26.2000 56.0000 0.0000 127.77;92.0000 7.5000 26.2000 94.0000 5.5000 136.58;126.0000 1.5000 26.5000 64.0000 0.0000 100.17;100.0000 3.1000 22.1000 59.0000 0.0000 156.47"
"B","3","[08:20:00 08:40:00)","5","220.0000 3.6000 37.6000 45.0000 0.0000 217.6;27.0000 2.4000 38.3000 43.0000 0.0000 158.57;88.0000 1.6000 33.7000 57.0000 0.0000 135.57;50.0000 2.1000 34.2000 60.0000 0.0000 141.07;156.0000 2.1000 37.9000 43.0000 0.0000 87.38;9.0000 4.3000 34.4000 51.0000 0.0000 85.58;124.0000 2.1000 34.2000 38.0000 0.0000 105.63;86.0000 2.1000 31.2000 50.0000 0.0000 117.42;211.0000 2.0000 27.2000 81.0000 0.0000 100.33;90.0000 2.5000 29.5000 53.0000 0.0000 179.88;164.0000 1.0000 24.7000 80.0000 0.0000 89.59;299.0000 2.5000 20.0000 96.0000 0.0000 89.1;359.0000 1.9000 18.5000 84.0000 0.0000 93.02"
"B","3","[08:20:00 08:40:00)","6","206.0000 1.8000 38.3000 42.0000 0.0000 60.5;50.0000 4.0000 37.0000 47.0000 0.0000 159.61;999017.0000 0.0000 28.1000 88.0000 2.0000 95.86;137.0000 1.4000 35.1000 58.0000 0.0000 167.59;356.0000 2.6000 39.0000 43.0000 0.0000 108.83;310.0000 4.1000 29.3000 50.0000 0.0000 75.53;105.0000 1.9000 28.1000 54.0000 0.0000 146.88;348.0000 5.0000 27.6000 64.0000 0.0000 120.36;54.0000 3.8000 29.6000 55.0000 0.0000 299.31;222.0000 1.4000 27.3000 75.0000 0.0000 75.37;17.0000 3.6000 22.1000 72.0000 0.0000 80.36;334.0000 1.5000 20.3000 96.0000 0.1000 102.03"
"B","3","[08:20:00 08:40:00)","7","285.0000 1.7000 38.8000 40.0000 0.0000 149.99;39.0000 3.4000 35.8000 49.0000 0.0000 149.09;92.0000 3.9000 34.9000 53.0000 0.0000 87.16;52.0000 3.4000 35.2000 51.0000 0.0000 94.59;320.0000 2.0000 34.5000 61.0000 0.0000 93.5;4.0000 5.9000 31.0000 29.0000 0.0000 99.69;174.0000 2.8000 22.2000 73.0000 0.0000 142.97;7.0000 4.4000 27.9000 57.0000 0.0000 149.82;85.0000 2.9000 29.9000 58.0000 0.0000 91.27;208.0000 2.3000 32.8000 52.0000 0.0000 70.49;54.0000 3.5000 21.7000 49.0000 0.0000 131.35;301.0000 1.8000 26.8000 67.0000 0.0000 98.29"
"B","3","[08:20:00 08:40:00)","1","198.0000 2.0000 38.8000 43.0000 0.0000 100.64;65.0000 2.5000 34.4000 56.0000 0.0000 138.36;86.0000 4.1000 34.7000 50.0000 0.0000 189.27;94.0000 1.5000 36.0000 52.0000 0.0000 103.36;97.0000 4.8000 34.2000 60.0000 0.0000 151.05;98.0000 3.2000 30.4000 57.0000 0.0000 48.58;325.0000 1.0000 28.0000 56.0000 0.0000 106.84;12.0000 6.2000 26.8000 56.0000 0.0000 106.68;37.0000 4.1000 30.3000 56.0000 0.0000 107.77;35.0000 2.6000 25.4000 72.0000 0.0000 89.91;81.0000 1.2000 21.3000 79.0000 0.0000 118.52"
"B","3","[08:20:00 08:40:00)","4","202.0000 3.3000 38.6000 43.0000 0.0000 135.53;302.0000 2.3000 34.8000 53.0000 0.0000 246.0;27.0000 3.6000 34.2000 58.0000 0.0000 168.37;212.0000 3.1000 36.7000 46.0000 0.0000 116.23;62.0000 4.5000 35.2000 45.0000 0.0000 88.98;220.0000 4.8000 30.4000 46.0000 0.0000 120.19;138.0000 2.0000 28.7000 56.0000 0.0000 96.89;67.0000 5.2000 24.5000 95.0000 2.8000 95.75;117.0000 2.3000 28.7000 54.0000 0.0000 110.14;355.0000 6.9000 21.0000 95.0000 0.1000 124.14;59.0000 1.5000 23.9000 82.0000 0.8000 75.53;48.0000 2.3000 21.6000 63.0000 0.0000 82.62"
"B","3","[08:40:00 09:00:00)","2","239.0000 1.9000 31.8000 64.0000 0.0000 176.08;254.0000 2.2000 38.4000 43.0000 0.0000 128.09;216.0000 2.8000 37.3000 44.0000 0.0000 260.24;71.0000 3.0000 35.8000 47.0000 0.0000 157.95;289.0000 1.7000 32.9000 66.0000 0.0000 63.07;341.0000 3.9000 30.9000 34.0000 0.0000 88.42;9.0000 4.2000 25.0000 70.0000 0.0000 73.8;66.0000 2.4000 25.8000 68.0000 0.0000 93.52;7.0000 4.6000 26.9000 43.0000 0.0000 118.13;96.0000 3.6000 31.1000 63.0000 0.0000 99.58;329.0000 1.3000 24.5000 71.0000 0.0000 88.44;64.0000 3.0000 23.8000 50.0000 0.0000 136.49"
"B","3","[08:40:00 09:00:00)","3","199.0000 4.7000 37.1000 41.0000 0.0000 134.42;189.0000 1.7000 38.6000 42.0000 0.0000 82.27;334.0000 2.7000 33.0000 62.0000 0.0000 172.28;58.0000 3.2000 33.9000 62.0000 0.0000 114.91;100.0000 2.9000 36.0000 51.0000 0.0000 251.38;160.0000 2.3000 34.6000 51.0000 0.0000 97.13;219.0000 4.3000 32.4000 31.0000 0.0000 84.19;335.0000 2.1000 23.0000 83.0000 0.0000 101.98;343.0000 3.3000 21.5000 97.0000 0.8000 92.93;328.0000 3.0000 26.2000 56.0000 0.0000 169.72;92.0000 7.5000 26.2000 94.0000 5.5000 99.99;126.0000 1.5000 26.5000 64.0000 0.0000 65.42;100.0000 3.1000 22.1000 59.0000 0.0000 207.03"
"B","3","[08:40:00 09:00:00)","5","220.0000 3.6000 37.6000 45.0000 0.0000 121.92;27.0000 2.4000 38.3000 43.0000 0.0000 150.27;88.0000 1.6000 33.7000 57.0000 0.0000 192.48;50.0000 2.1000 34.2000 60.0000 0.0000 141.12;156.0000 2.1000 37.9000 43.0000 0.0000 166.98;9.0000 4.3000 34.4000 51.0000 0.0000 106.89;124.0000 2.1000 34.2000 38.0000 0.0000 134.51;86.0000 2.1000 31.2000 50.0000 0.0000 134.69;211.0000 2.0000 27.2000 81.0000 0.0000 75.97;90.0000 2.5000 29.5000 53.0000 0.0000 193.36;164.0000 1.0000 24.7000 80.0000 0.0000 121.16;299.0000 2.5000 20.0000 96.0000 0.0000 77.66;359.0000 1.9000 18.5000 84.0000 0.0000 101.47"
"B","3","[08:40:00 09:00:00)","6","206.0000 1.8000 38.3000 42.0000 0.0000 92.48;50.0000 4.0000 37.0000 47.0000 0.0000 132.74;999017.0000 0.0000 28.1000 88.0000 2.0000 140.33;137.0000 1.4000 35.1000 58.0000 0.0000 147.17;356.0000 2.6000 39.0000 43.0000 0.0000 106.29;104.0000 3.4000 33.8000 26.0000 0.0000 91.16;105.0000 1.9000 28.1000 54.0000 0.0000 143.21;348.0000 5.0000 27.6000 64.0000 0.0000 94.6;54.0000 3.8000 29.6000 55.0000 0.0000 117.11;222.0000 1.4000 27.3000 75.0000 0.0000 87.06;17.0000 3.6000 22.1000 72.0000 0.0000 116.37;334.0000 1.5000 20.3000 96.0000 0.1000 84.55"
"B","3","[08:40:00 09:00:00)","7","285.0000 1.7000 38.8000 40.0000 0.0000 16.61;39.0000 3.4000 35.8000 49.0000 0.0000 138.09;92.0000 3.9000 34.9000 53.0000 0.0000 157.06;52.0000 3.4000 35.2000 51.0000 0.0000 132.1;320.0000 2.0000 34.5000 61.0000 0.0000 73.77;4.0000 5.9000 31.0000 29.0000 0.0000 173.59;86.0000 2.9000 31.4000 52.0000 0.0000 67.42;174.0000 2.8000 22.2000 73.0000 0.0000 76.64;7.0000 4.4000 27.9000 57.0000 0.0000 119.6;85.0000 2.9000 29.9000 58.0000 0.0000 98.45;208.0000 2.3000 32.8000 52.0000 0.0000 78.89;54.0000 3.5000 21.7000 49.0000 0.0000 85.02;301.0000 1.8000 26.8000 67.0000 0.0000 98.74"
"B","3","[08:40:00 09:00:00)","1","198.0000 2.0000 38.8000 43.0000 0.0000 138.42;65.0000 2.5000 34.4000 56.0000 0.0000 155.89;86.0000 4.1000 34.7000 50.0000 0.0000 139.98;94.0000 1.5000 36.0000 52.0000 0.0000 156.33;97.0000 4.8000 34.2000 60.0000 0.0000 165.69;333.0000 2.0000 30.1000 35.0000 0.0000 126.48;98.0000 3.2000 30.4000 57.0000 0.0000 87.42;325.0000 1.0000 28.0000 56.0000 0.0000 127.01;12.0000 6.2000 26.8000 56.0000 0.0000 98.38;37.0000 4.1000 30.3000 56.0000 0.0000 100.85;35.0000 2.6000 25.4000 72.0000 0.0000 109.02;81.0000 1.2000 21.3000 79.0000 0.0000 107.93"
"B","3","[08:40:00 09:00:00)","4","202.0000 3.3000 38.6000 43.0000 0.0000 158.87;302.0000 2.3000 34.8000 53.0000 0.0000 168.49;27.0000 3.6000 34.2000 58.0000 0.0000 252.98;212.0000 3.1000 36.7000 46.0000 0.0000 86.87;62.0000 4.5000 35.2000 45.0000 0.0000 96.84;220.0000 4.8000 30.4000 46.0000 0.0000 101.49;138.0000 2.0000 28.7000 56.0000 0.0000 113.91;67.0000 5.2000 24.5000 95.0000 2.8000 190.43;117.0000 2.3000 28.7000 54.0000 0.0000 112.64;355.0000 6.9000 21.0000 95.0000 0.1000 177.03;59.0000 1.5000 23.9000 82.0000 0.8000 109.86;48.0000 2.3000 21.6000 63.0000 0.0000 123.73"
"B","3","[09:00:00 09:20:00)","2","218.0000 2.0000 31.5000 69.0000 0.0000 165.29;291.0000 1.5000 38.8000 42.0000 0.0000 120.03;51.0000 1.7000 34.8000 56.0000 0.0000 189.84;59.0000 3.2000 28.6000 88.0000 2.7000 153.55;73.0000 3.8000 35.3000 53.0000 0.0000 258.02;94.0000 1.2000 33.9000 54.0000 0.0000 117.62;340.0000 2.1000 24.2000 77.0000 0.0000 42.53;218.0000 1.0000 23.7000 88.0000 0.4000 117.26;11.0000 4.5000 25.4000 42.0000 0.0000 151.43;104.0000 4.2000 28.7000 72.0000 0.0000 123.24;327.0000 1.5000 23.9000 75.0000 0.0000 78.23;87.0000 2.4000 23.0000 56.0000 0.0000 96.54"
"B","3","[09:00:00 09:20:00)","3","217.0000 3.4000 37.0000 40.0000 0.0000 114.74;240.0000 2.8000 38.2000 42.0000 0.0000 101.52;28.0000 1.7000 32.2000 63.0000 0.0000 220.51;98.0000 3.7000 34.6000 55.0000 0.0000 202.09;114.0000 2.7000 34.2000 48.0000 0.0000 98.12;237.0000 1.8000 32.2000 34.0000 0.0000 132.21;240.0000 0.9000 23.0000 85.0000 0.0000 77.84;338.0000 2.6000 22.1000 97.0000 0.5000 107.95;348.0000 1.5000 24.9000 67.0000 0.0000 252.82;53.0000 5.1000 24.7000 93.0000 1.3000 132.97;52.0000 2.8000 26.5000 64.0000 0.0000 80.78;39.0000 3.7000 21.2000 57.0000 0.0000 117.82"
"B","3","[09:00:00 09:20:00)","5","226.0000 1.9000 37.2000 45.0000 0.0000 161.56;82.0000 5.4000 38.0000 44.0000 0.0000 128.22;999017.0000 0.0000 32.5000 64.0000 0.0000 162.9;76.0000 5.3000 33.2000 69.0000 0.0000 202.96;337.0000 4.1000 34.1000 58.0000 0.0000 170.79;359.0000 7.3000 30.9000 65.0000 0.0000 126.08;92.0000 4.1000 29.1000 57.0000 0.0000 140.47;224.0000 2.8000 25.1000 92.0000 0.1000 106.28;96.0000 4.5000 27.2000 61.0000 0.0000 127.58;16.0000 3.5000 24.1000 81.0000 0.0000 77.68;310.0000 1.5000 20.4000 97.0000 0.0000 157.93;349.0000 2.0000 18.2000 81.0000 0.0000 71.6"
"B","3","[09:00:00 09:20:00)","6","236.0000 1.6000 38.0000 45.0000 0.0000 153.16;80.0000 2.8000 36.1000 53.0000 0.0000 127.71;96.0000 1.7000 30.3000 77.0000 0.0000 213.04;89.0000 3.0000 33.3000 70.0000 0.0000 177.41;338.0000 2.3000 31.5000 71.0000 0.0000 75.31;338.0000 5.0000 29.3000 46.0000 0.0000 102.32;93.0000 2.0000 32.7000 25.0000 0.0000 93.85;68.0000 2.3000 28.2000 56.0000 0.0000 121.45;350.0000 4.1000 26.3000 71.0000 0.0000 72.53;78.0000 5.2000 27.8000 64.0000 0.0000 105.62;99.0000 1.1000 28.1000 74.0000 0.0000 90.17;357.0000 3.2000 20.5000 80.0000 0.0000 102.85;333.0000 2.2000 20.3000 96.0000 0.0000 96.33"
"B","3","[09:00:00 09:20:00)","7","177.0000 0.9000 39.4000 38.0000 0.0000 98.77;81.0000 4.9000 34.4000 60.0000 0.0000 213.85;78.0000 6.5000 32.7000 62.0000 0.0000 120.87;107.0000 1.5000 35.3000 54.0000 0.0000 176.0;353.0000 4.3000 30.5000 27.0000 0.0000 127.53;113.0000 2.2000 28.5000 74.0000 0.0000 86.1;149.0000 1.9000 21.1000 85.0000 0.3000 86.43;359.0000 5.2000 27.4000 52.0000 0.0000 105.21;57.0000 2.8000 28.9000 57.0000 0.0000 91.9;235.0000 1.4000 29.9000 66.0000 0.0000 106.14;28.0000 5.6000 20.4000 55.0000 0.0000 127.37;10.0000 4.1000 24.9000 74.0000 0.0000 118.06"
"B","3","[09:00:00 09:20:00)","1","79.0000 4.1000 37.6000 50.0000 0.0000 161.58;80.0000 2.1000 34.5000 59.0000 0.0000 292.61;63.0000 4.9000 32.7000 55.0000 0.0000 144.61;74.0000 2.6000 35.4000 56.0000 0.0000 96.69;81.0000 2.0000 34.0000 58.0000 0.0000 171.16;65.0000 2.4000 29.4000 61.0000 0.0000 57.69;112.0000 1.9000 27.9000 55.0000 0.0000 93.35;351.0000 5.3000 23.8000 72.0000 0.1000 116.87;81.0000 2.6000 28.9000 66.0000 0.0000 147.62;44.0000 3.6000 24.2000 79.0000 0.0000 102.9;109.0000 1.1000 20.9000 79.0000 0.0000 90.51"
"B","3","[09:00:00 09:20:00)","4","128.0000 2.0000 38.0000 44.0000 0.0000 333.27;177.0000 2.3000 28.1000 84.0000 0.7000 211.97;81.0000 3.4000 32.7000 63.0000 0.0000 292.68;113.0000 4.3000 36.5000 52.0000 0.0000 199.38;100.0000 2.7000 34.5000 42.0000 0.0000 118.83;212.0000 5.5000 29.6000 45.0000 0.0000 77.55;125.0000 2.1000 28.9000 59.0000 0.0000 114.08;62.0000 2.0000 23.8000 95.0000 7.3000 95.58;91.0000 2.6000 26.8000 57.0000 0.0000 120.44;356.0000 4.0000 20.6000 96.0000 1.4000 109.06;64.0000 3.2000 23.0000 69.0000 0.0000 83.67;46.0000 2.3000 21.3000 61.0000 0.0000 161.08"
"B","3","[09:20:00 09:40:00)","2","218.0000 2.0000 31.5000 69.0000 0.0000 127.38;291.0000 1.5000 38.8000 42.0000 0.0000 114.45;51.0000 1.7000 34.8000 56.0000 0.0000 145.1;73.0000 3.8000 35.3000 53.0000 0.0000 197.3;94.0000 1.2000 33.9000 54.0000 0.0000 91.24;218.0000 1.0000 23.7000 88.0000 0.4000 180.18;11.0000 4.5000 25.4000 42.0000 0.0000 141.31;104.0000 4.2000 28.7000 72.0000 0.0000 97.09;327.0000 1.5000 23.9000 75.0000 0.0000 151.57;87.0000 2.4000 23.0000 56.0000 0.0000 104.09"
"B","3","[09:20:00 09:40:00)","3","217.0000 3.4000 37.0000 40.0000 0.0000 142.06;240.0000 2.8000 38.2000 42.0000 0.0000 130.04;28.0000 1.7000 32.2000 63.0000 0.0000 164.1;102.0000 4.5000 32.3000 73.0000 0.0000 163.06;98.0000 3.7000 34.6000 55.0000 0.0000 155.43;237.0000 1.8000 32.2000 34.0000 0.0000 76.29;240.0000 0.9000 23.0000 85.0000 0.0000 73.38;338.0000 2.6000 22.1000 97.0000 0.5000 160.17;348.0000 1.5000 24.9000 67.0000 0.0000 135.63;53.0000 5.1000 24.7000 93.0000 1.3000 137.62;52.0000 2.8000 26.5000 64.0000 0.0000 93.33;39.0000 3.7000 21.2000 57.0000 0.0000 168.48"
"B","3","[09:20:00 09:40:00)","5","226.0000 1.9000 37.2000 45.0000 0.0000 113.62;82.0000 5.4000 38.0000 44.0000 0.0000 145.05;999017.0000 0.0000 32.5000 64.0000 0.0000 215.33;76.0000 5.3000 33.2000 69.0000 0.0000 177.74;337.0000 4.1000 34.1000 58.0000 0.0000 277.94;96.0000 3.7000 33.5000 32.0000 0.0000 70.98;92.0000 4.1000 29.1000 57.0000 0.0000 157.0;96.0000 4.5000 27.2000 61.0000 0.0000 172.6;16.0000 3.5000 24.1000 81.0000 0.0000 97.85;310.0000 1.5000 20.4000 97.0000 0.0000 126.91;349.0000 2.0000 18.2000 81.0000 0.0000 81.46"
"B","3","[09:20:00 09:40:00)","6","236.0000 1.6000 38.0000 45.0000 0.0000 144.09;80.0000 2.8000 36.1000 53.0000 0.0000 143.97;96.0000 1.7000 30.3000 77.0000 0.0000 131.84;338.0000 2.3000 31.5000 71.0000 0.0000 91.92;338.0000 5.0000 29.3000 46.0000 0.0000 102.54;93.0000 2.0000 32.7000 25.0000 0.0000 115.22;68.0000 2.3000 28.2000 56.0000 0.0000 140.42;350.0000 4.1000 26.3000 71.0000 0.0000 91.55;78.0000 5.2000 27.8000 64.0000 0.0000 101.16;99.0000 1.1000 28.1000 74.0000 0.0000 71.33;357.0000 3.2000 20.5000 80.0000 0.0000 127.27;333.0000 2.2000 20.3000 96.0000 0.0000 98.87"
"B","3","[09:20:00 09:40:00)","7","177.0000 0.9000 39.4000 38.0000 0.0000 101.02;81.0000 4.9000 34.4000 60.0000 0.0000 155.66;78.0000 6.5000 32.7000 62.0000 0.0000 267.27;107.0000 1.5000 35.3000 54.0000 0.0000 159.14;348.0000 4.9000 27.0000 93.0000 27.2000 113.51;353.0000 4.3000 30.5000 27.0000 0.0000 105.53;113.0000 2.2000 28.5000 74.0000 0.0000 86.97;149.0000 1.9000 21.1000 85.0000 0.3000 126.58;359.0000 5.2000 27.4000 52.0000 0.0000 131.01;57.0000 2.8000 28.9000 57.0000 0.0000 88.85;235.0000 1.4000 29.9000 66.0000 0.0000 139.37;28.0000 5.6000 20.4000 55.0000 0.0000 95.5;10.0000 4.1000 24.9000 74.0000 0.0000 80.88"
